date,open,close,high,low,volume,chg_amt
2002-01-04,3.949,3.915,3.949,3.9010000000000002,858.0,-0.01211203633610902
2002-01-07,3.878,3.84,3.878,3.83,920.9,-0.019157088122605408
2002-01-08,3.845,3.963,3.972,3.84,2071.81,0.03203125000000006
2002-01-09,3.925,3.8539999999999996,3.93,3.83,1426.49,-0.02750441584658087
2002-01-10,3.835,3.897,3.9010000000000002,3.75,1560.02,0.011157239231966709
2002-01-11,3.897,3.7969999999999997,3.897,3.7880000000000003,927.49,-0.025660764690787697
2002-01-14,3.764,3.6510000000000002,3.764,3.608,1969.0,-0.03845140900711097
2002-01-15,3.641,3.523,3.6510000000000002,3.523,1611.0,-0.035058887975896916
2002-01-16,3.528,3.542,3.589,3.4330000000000003,1497.98,0.005393130854385377
2002-01-17,3.457,3.31,3.48,3.301,1555.0,-0.06549971767363065
2002-01-18,3.31,3.31,3.343,3.159,3593.3,0.0
2002-01-21,3.272,2.9789999999999996,3.272,2.9789999999999996,2582.0,-0.1
2002-01-22,2.9789999999999996,2.842,3.06,2.8369999999999997,3049.9,-0.04598858677408527
2002-01-23,2.799,3.1210000000000004,3.1260000000000003,2.7239999999999998,4575.29,0.09817030260380012
2002-01-24,3.1639999999999997,3.239,3.324,3.135,4673.83,0.03780839474527392
2002-01-25,3.2489999999999997,3.239,3.2960000000000003,3.173,4266.41,0.0
2002-01-28,3.216,2.951,3.253,2.946,3545.6,-0.08891633220129665
2002-01-29,2.932,3.083,3.093,2.908,2164.77,0.04473059979667913
2002-01-30,3.1210000000000004,3.1830000000000003,3.2110000000000003,3.05,2458.06,0.032435939020434526
2002-01-31,3.216,3.428,3.4619999999999997,3.216,7370.16,0.07697141061891301
2002-02-01,3.428,3.395,3.4760000000000004,3.362,3974.08,-0.009626604434072322
2002-02-04,3.3810000000000002,3.466,3.4760000000000004,3.3480000000000003,3058.08,0.020913107511045703
2002-02-05,3.405,3.457,3.523,3.405,2702.37,-0.002596653202539048
2002-02-06,3.452,3.343,3.452,3.339,1936.5,-0.03297656927972227
2002-02-07,3.343,3.457,3.4760000000000004,3.32,2675.74,0.03410110679030807
2002-02-08,3.4989999999999997,3.452,3.556,3.443,2616.0,-0.0014463407578825267
2002-02-25,3.5469999999999997,3.627,3.7260000000000004,3.542,6119.0,0.050695249130938536
2002-02-26,3.6319999999999997,3.688,3.693,3.4989999999999997,3007.43,0.01681830714088789
2002-02-27,3.6839999999999997,3.6510000000000002,3.722,3.5989999999999998,2935.0,-0.010032537960954544
2002-02-28,3.5469999999999997,3.537,3.603,3.523,2480.99,-0.03122432210353325
2002-03-01,3.514,3.5039999999999996,3.5469999999999997,3.4989999999999997,1587.0,-0.009329940627650529
2002-03-04,3.4989999999999997,3.594,3.594,3.4989999999999997,1615.97,0.025684931506849275
2002-03-05,3.608,3.655,3.688,3.608,3250.25,0.016972732331663867
2002-03-06,3.641,3.688,3.783,3.641,5816.35,0.00902872777017794
2002-03-07,3.688,4.01,4.02,3.688,11675.3,0.08731019522776562
2002-03-08,4.043,4.001,4.109,3.8819999999999997,11833.14,-0.002244389027431285
2002-03-11,4.01,4.105,4.109,3.963,9832.28,0.025993501624593872
2002-03-12,4.114,3.991,4.124,3.986,9010.43,-0.027771010962241244
2002-03-13,3.925,3.859,4.001,3.8539999999999996,4690.28,-0.03307441743923832
