时间,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌(元),涨跌幅(%),成交量(手),成交金额(元),换手率(%)
2002/3/15,1665.15,1671.83,1676.51,1620.56,1620.98,-44.17,-2.6526,14025991,14915337500,0.4452
2002/3/18,1620.98,1641.43,1657.68,1610.99,1623.88,2.9,0.1789,12883394,11327788600,0.4064
2002/3/19,1623.88,1624.32,1665.62,1624.29,1665.36,41.48,2.5544,13314616,14084853400,0.42
2002/3/20,1665.36,1673.27,1686.11,1664.37,1682.51,17.15,1.0298,18018800,19462924500,0.5683
2002/3/21,1682.51,1686.95,1693.87,1675.25,1685.02,2.51,0.1492,13438279,14229516000,0.4239
2002/3/22,1685.02,1684.07,1684.46,1659.52,1669.69,-15.33,-0.9098,10254529,10774055500,0.3224
2002/3/25,1669.69,1667.85,1677.05,1663.4,1675.29,5.6,0.3354,8792641,9426936100,0.2773
2002/3/26,1675.29,1674.7,1675.21,1641.91,1649.48,-25.81,-1.5406,9253758,9815939300,0.2919
2002/3/27,1649.48,1646.68,1655.18,1635.82,1654.23,4.75,0.288,7170409,7603145900,0.2261
2002/3/28,1654.23,1653.98,1666.52,1645.34,1650.67,-3.56,-0.2152,7934354,8865473600,0.25
2002/3/29,1650.67,1648.09,1648.09,1596.25,1603.91,-46.76,-2.8328,12008561,11772498100,0.3752
2002/4/1,1603.91,1598.03,1609.92,1589.41,1608.51,4.6,0.2868,6679696,6838938200,0.2095
2002/4/2,1608.51,1608.52,1610.73,1575.97,1582.88,-25.63,-1.5934,7718211,7592751300,0.2421
2002/4/3,1582.88,1582.74,1603.8,1582.67,1594.51,11.63,0.7347,6399650,6421700300,0.2007
2002/4/4,1594.51,1595.02,1643.54,1583.63,1641.7,47.19,2.9595,9103066,9108101700,0.2855
2002/4/5,1641.7,1650.5,1657.09,1628.55,1634.64,-7.06,-0.43,10153579,9848770300,0.3178
2002/4/8,1634.64,1633.83,1643.68,1631.07,1640.65,6.01,0.3677,6674854,6581735000,0.2094
2002/4/9,1640.65,1641.85,1671.86,1640.69,1667.52,26.87,1.6378,16016339,16660422200,0.4936
2002/4/10,1667.52,1670.8,1677.94,1663.47,1677.66,10.14,0.6081,12020418,12565168300,0.3704
2002/4/11,1677.66,1679.34,1680.3,1649.27,1649.53,-28.13,-1.6767,9448778,9759859000,0.2912
2002/4/12,1649.53,1648.45,1664.42,1648.45,1658.98,9.45,0.5729,8156813,8563896000,0.2506
2002/4/15,1658.98,1660.57,1664.52,1638.64,1649.5,-9.48,-0.5714,7267556,7205438500,0.2238
2002/4/16,1649.5,1647.51,1654.74,1635.75,1640.29,-9.21,-0.5584,6175374,6371564700,0.19
2002/4/17,1640.29,1641.72,1649.43,1630.23,1644.4,4.11,0.2506,5840954,5979327000,0.1797
2002/4/18,1644.4,1644.15,1646.25,1626.03,1628.14,-16.26,-0.9888,7304704,7467267200,0.2242
2002/4/19,1628.14,1625.25,1635.53,1603.96,1635.17,7.03,0.4318,8651145,8358400600,0.265
2002/4/22,1635.17,1633.64,1637.19,1619.16,1627.48,-7.69,-0.4703,5501232,5534005700,0.1689
2002/4/23,1627.48,1626.63,1634.86,1621.87,1624.55,-2.93,-0.18,4999097,5134076100,0.1534
2002/4/24,1624.55,1623.47,1626.39,1609.21,1611.05,-13.5,-0.831,5030652,5084855200,0.1543
2002/4/25,1611.05,1609.94,1616.76,1603.64,1615.92,4.87,0.3023,4688896,4951057400,0.1438
2002/4/26,1615.92,1615.52,1643.15,1615.52,1640.59,24.67,1.5267,7070195,7282960100,0.2164
2002/4/29,1640.59,1643.55,1667.16,1640.56,1665.81,25.22,1.5373,10460379,10874351500,0.3205
2002/4/30,1665.81,1668.31,1673.75,1657.82,1667.75,1.94,0.1165,9702351,10682627600,0.2976
2002/5/8,1667.75,1669.87,1670.92,1651.69,1652.37,-15.38,-0.9222,4750116,5179315400,0.1456
2002/5/9,1652.37,1648.46,1659.25,1646.82,1650.58,-1.79,-0.1083,5573096,5959699800,0.1708
2002/5/10,1650.58,1650.91,1652.29,1636.86,1638.2,-12.38,-0.75,6014883,6406785000,0.1839
2002/5/13,1638.2,1634.9,1634.92,1618.46,1623.94,-14.26,-0.8705,5672196,6156730000,0.1738
2002/5/14,1623.94,1622.33,1629.88,1613.55,1616.23,-7.71,-0.4748,5334278,6108710600,0.1634
2002/5/15,1616.23,1614.9,1618.14,1597.92,1598.35,-17.88,-1.1063,6034634,6680825000,0.1847
2002/5/16,1598.35,1592.24,1592.24,1546.94,1549.5,-48.85,-3.0563,8076547,8213587300,0.2472
2002/5/17,1549.5,1549.08,1570.15,1540.58,1567.5,18,1.1617,7162784,7754365900,0.2191
2002/5/20,1567.5,1564.97,1564.98,1529.35,1541.53,-25.97,-1.6568,4782702,4957018600,0.1461
2002/5/21,1541.53,1575.02,1599.11,1564.55,1588.11,46.58,3.0217,9710710,10168233600,0.2962
2002/5/22,1588.11,1590.79,1591.03,1563.16,1564.49,-23.62,-1.4873,5729430,5936598800,0.1744
2002/5/23,1564.49,1571.08,1585.74,1568.1,1571.61,7.12,0.4551,8191361,6843172800,0.2477
2002/5/24,1571.61,1572.94,1574.13,1544.42,1549.47,-22.14,-1.4087,5648001,5157363700,0.1707
2002/5/27,1549.47,1555.04,1562.63,1545.62,1555.05,5.58,0.3601,3822156,3708574800,0.1154
2002/5/28,1555.05,1557.62,1569.41,1557.23,1558.52,3.47,0.2231,3780719,4005085000,0.1141
2002/5/29,1558.52,1558.13,1558.15,1520.13,1524.81,-33.71,-2.1629,5169974,4943648900,0.1561
2002/5/30,1524.81,1524.22,1530.77,1506.54,1523.52,-1.29,-0.0846,5526899,5289912700,0.1668
2002/5/31,1523.52,1523.01,1532.03,1513.26,1515.73,-7.79,-0.5113,4214320,4065236800,0.1271
2002/6/3,1515.73,1510.25,1510.26,1480.09,1483.35,-32.38,-2.1363,5179196,5062896300,0.1562
2002/6/4,1483.35,1484.01,1498.05,1474.36,1490.51,7.16,0.4827,4578395,4302623800,0.138
2002/6/5,1490.51,1491.07,1491.07,1460.48,1462,-28.51,-1.9128,4408388,4114143600,0.1328
2002/6/6,1462,1458.61,1532.74,1455.31,1521.26,59.26,4.0534,8775636,8454172000,0.2643
2002/6/7,1521.26,1522.88,1540.83,1508.43,1529.51,8.25,0.5423,9858534,9191488800,0.2969
2002/6/10,1529.51,1529.34,1529.38,1511.26,1517.23,-12.28,-0.8029,4484870,4269575600,0.135
2002/6/11,1517.23,1515.99,1534.38,1515.75,1530.96,13.73,0.9049,5003364,4708529300,0.1506
2002/6/12,1530.96,1531.75,1531.75,1513.92,1524.84,-6.12,-0.3997,3818566,3736411100,0.115
2002/6/13,1524.84,1524.77,1529.44,1511.22,1511.71,-13.13,-0.8611,3564521,3701850400,0.1073
2002/6/14,1511.71,1508.64,1508.65,1493.24,1494.25,-17.46,-1.155,3919951,3628483500,0.118
2002/6/17,1494.25,1489.14,1496.84,1481.25,1496.24,1.99,0.1332,2933162,2774209800,0.0882
2002/6/18,1496.24,1496.83,1527.77,1496.81,1524.07,27.83,1.86,5365161,5209067900,0.1612
2002/6/19,1524.07,1523.95,1524.01,1506.43,1507.67,-16.4,-1.0761,3052878,2903867100,0.0917
2002/6/20,1507.67,1511.12,1528.36,1510.53,1516.15,8.48,0.5625,3975061,3720233400,0.1193
2002/6/21,1516.15,1517.28,1564.92,1517.26,1562.72,46.57,3.0716,12542144,11847838600,0.3761
2002/6/24,1562.72,1704.7,1709.07,1647.5,1707.31,144.59,9.2525,48518062,49479880700,1.4547
2002/6/25,1707.31,1718.23,1748.89,1690.61,1706.59,-0.72,-0.0422,42238118,39276720800,1.2658
2002/6/26,1706.59,1698.11,1719.08,1684.91,1712.91,6.32,0.3703,24305872,22850335900,0.7281
2002/6/27,1712.91,1714.74,1730.67,1706.14,1723.55,10.64,0.6212,21996949,19527987700,0.6589
2002/6/28,1723.55,1724.73,1747.23,1711,1732.76,9.21,0.5344,29735383,27319475300,0.89
2002/7/1,1732.76,1736.29,1740.38,1712.77,1713.71,-19.05,-1.0994,15519283,14410128000,0.4645
2002/7/2,1713.71,1707.45,1725.89,1698.83,1724.95,11.24,0.6559,13378134,12692810700,0.3994
2002/7/3,1724.95,1727.09,1736.08,1719.62,1730.92,5.97,0.3461,13949883,13262936600,0.4162
2002/7/4,1730.92,1731.9,1735.83,1710.29,1713.14,-17.78,-1.0272,13898310,12856610500,0.4144
2002/7/5,1713.14,1709.84,1722.48,1704.19,1722.19,9.05,0.5283,11401356,10822714500,0.3399
2002/7/8,1722.19,1723.58,1737.86,1721.12,1732.93,10.74,0.6236,10851016,11098899400,0.3235
2002/7/9,1732.93,1733.83,1741.92,1724.39,1729.99,-2.94,-0.1697,10536016,10444746300,0.314
2002/7/10,1729.99,1728.52,1729.73,1698.83,1701.82,-28.17,-1.6283,12233203,11949595800,0.3645
2002/7/11,1701.82,1698.21,1712.2,1689.22,1696.94,-4.88,-0.2868,9187411,9282337000,0.2736
2002/7/12,1696.94,1696.64,1706.44,1693.21,1698.3,1.36,0.0801,8083987,8390500400,0.2406
2002/7/15,1698.3,1696.81,1697.38,1685.54,1687.95,-10.35,-0.6094,7999839,8025674100,0.2379
2002/7/16,1687.95,1687.67,1704.77,1686.81,1691.62,3.67,0.2174,7056378,6945805700,0.2097
2002/7/17,1691.62,1692.45,1702.24,1680.2,1701.72,10.1,0.5971,6300345,6253292800,0.1872
2002/7/18,1701.72,1703.81,1711.69,1695.4,1704.91,3.19,0.1875,8167794,8109548600,0.2425
2002/7/19,1704.91,1706.36,1714.09,1703.38,1713.86,8.95,0.525,7183230,7453637000,0.2131
2002/7/22,1713.86,1712.02,1712.33,1678.5,1681.01,-32.85,-1.9167,8333872,8274087700,0.2471
2002/7/23,1681.01,1676.9,1684.66,1670.38,1673.86,-7.15,-0.4253,6540926,6693794100,0.1939
2002/7/24,1673.86,1673.68,1679.66,1667.44,1672.4,-1.46,-0.0872,5248492,5297384200,0.1556
2002/7/25,1672.4,1675.47,1682.89,1662.38,1665.11,-7.29,-0.4359,5268208,5182105100,0.1561
2002/7/26,1665.11,1665.09,1670.23,1656.82,1657.5,-7.61,-0.457,5076344,4861312700,0.1504
2002/7/29,1657.5,1654.93,1665.96,1647.27,1665.67,8.17,0.4929,4831984,4824133800,0.1431
2002/7/30,1665.67,1666.58,1672.12,1656.85,1669,3.33,0.1999,5887829,6117257300,0.1743
2002/7/31,1669,1667.62,1671.48,1649.01,1651.59,-17.41,-1.0431,5103074,5325009300,0.151
2002/8/1,1651.59,1650.05,1659.97,1639.23,1653.01,1.42,0.086,4825008,4698493500,0.1427
2002/8/2,1653.01,1653.64,1662.72,1653.17,1661.87,8.86,0.536,4031843,4067444500,0.1193
2002/8/5,1661.87,1661.4,1661.58,1652.4,1653.96,-7.91,-0.476,3803473,4085991600,0.1125
2002/8/6,1653.96,1652.94,1679.81,1649.89,1670.62,16.66,1.0073,6781172,6427125000,0.2004
2002/8/7,1670.62,1670.17,1670.81,1663.93,1668.07,-2.55,-0.1526,3496562,3610395800,0.1033
2002/8/8,1668.07,1668.51,1675.3,1657.47,1659.8,-8.27,-0.4958,4013095,4062433500,0.1186
2002/8/9,1659.8,1658.44,1658.77,1642.77,1647.05,-12.75,-0.7682,4636839,4856738000,0.1369
2002/8/12,1647.05,1642.48,1642.59,1633.09,1634.57,-12.48,-0.7577,4196163,4343152700,0.1239
2002/8/13,1634.57,1633.68,1642.41,1633.55,1636.63,2.06,0.126,2923387,3157477300,0.0863
2002/8/14,1636.63,1636.89,1647.09,1635.29,1646.72,10.09,0.6165,2963373,3082671700,0.0875
2002/8/15,1646.72,1646.62,1647.07,1632.13,1634.37,-12.35,-0.75,3207424,3271648000,0.0947
2002/8/16,1634.37,1632.96,1652.98,1624.05,1646.79,12.42,0.7599,5716303,5366894600,0.1685
2002/8/19,1646.79,1645.93,1650.09,1641.4,1644.3,-2.49,-0.1512,3540751,3515355100,0.1044
2002/8/20,1644.3,1644.62,1673.92,1644.25,1671.35,27.05,1.6451,8062758,7429759700,0.2377
2002/8/21,1671.35,1671.99,1677.95,1668.36,1673.55,2.2,0.1316,6243427,6019225500,0.184
2002/8/22,1673.55,1672.7,1696.28,1672.43,1686.11,12.56,0.7505,8882657,9449429100,0.2617
2002/8/23,1686.11,1686.3,1688.12,1679.12,1683.21,-2.9,-0.172,5499823,6200475400,0.1613
2002/8/26,1683.21,1682.14,1682.32,1668.82,1670.69,-12.52,-0.7438,4951816,5366809600,0.1453
2002/8/27,1670.69,1670.63,1680.06,1670.11,1679.69,9,0.5387,6133731,7074299600,0.1799
2002/8/28,1679.69,1680.75,1683.51,1675.53,1676.77,-2.92,-0.1738,5598881,6440210700,0.1639
2002/8/29,1676.77,1676.86,1680.17,1665.72,1667.32,-9.45,-0.5636,4350364,4472174800,0.1274
2002/8/30,1667.32,1666.98,1669.14,1664.82,1666.62,-0.7,-0.042,3950755,4261461800,0.1156
2002/9/2,1666.62,1666.34,1669.91,1663.17,1668.77,2.15,0.129,3444608,3720359900,0.1008
2002/9/3,1668.77,1669.59,1680.28,1669.58,1674.07,5.3,0.3176,3867722,4261109000,0.1131
2002/9/4,1674.07,1674.45,1675.97,1662.49,1663.97,-10.1,-0.6033,3950598,4101158700,0.1155
2002/9/5,1663.97,1662.89,1662.9,1639.82,1641.81,-22.16,-1.3318,6016195,6143667000,0.1759
2002/9/6,1641.81,1639.89,1644.8,1629.93,1631.38,-10.43,-0.6353,5394323,5270246900,0.1575
2002/9/9,1631.38,1628.45,1628.45,1617.01,1621.58,-9.8,-0.6007,4182602,4152661700,0.1221
2002/9/10,1621.58,1620.28,1627.35,1619.33,1625.11,3.53,0.2177,3512016,3755117400,0.1025
2002/9/11,1625.11,1625.33,1626.84,1605.98,1620.36,-4.75,-0.2923,4257577,4220175100,0.1241
2002/9/12,1620.36,1619.94,1631.67,1614.6,1624.56,4.2,0.2592,3428519,3722187300,0.0999
2002/9/13,1624.56,1624.5,1626.07,1621.42,1625.76,1.2,0.0739,3061824,3362246200,0.0892
2002/9/16,1625.76,1624.13,1624.14,1598.74,1604.08,-21.68,-1.3335,4438232,4617856300,0.1292
2002/9/17,1604.08,1603.46,1612.02,1593.98,1604.88,0.8,0.0499,4285330,4213629400,0.1246
2002/9/18,1604.88,1603.61,1605.22,1593.53,1594.58,-10.3,-0.6418,3426916,3683156200,0.0997
2002/9/19,1594.58,1593.57,1623.65,1585.07,1619.35,24.77,1.5534,5505084,5682547700,0.16
2002/9/20,1619.35,1618.2,1618.2,1602.89,1604.91,-14.44,-0.8917,3485246,3891941000,0.1013
2002/9/23,1604.91,1602.28,1604.3,1597.29,1602.59,-2.32,-0.1446,2497117,2768258000,0.0726
2002/9/24,1602.59,1602.2,1602.29,1594.28,1596.73,-5.86,-0.3657,3175033,3327743500,0.0923
2002/9/25,1596.73,1595.81,1602.35,1590.49,1597.84,1.11,0.0695,3576563,3853787300,0.104
2002/9/26,1597.84,1597.85,1599.98,1586.53,1587.65,-10.19,-0.6377,4053378,4417021300,0.1178
2002/9/27,1587.65,1587.24,1591.84,1577.53,1581.62,-6.03,-0.3798,3905581,4187701900,0.1133
2002/10/8,1581.62,1577.05,1577.05,1558.48,1562.99,-18.63,-1.1779,2623792,2659837900,0.0761
2002/10/9,1562.99,1570.65,1571.52,1534.91,1535.37,-27.62,-1.7671,16939411,7573820100,0.4647
2002/10/10,1535.37,1532.18,1542.56,1528.35,1530.41,-4.96,-0.323,5087010,3587683500,0.1395
2002/10/11,1530.41,1532.14,1536.87,1521.91,1524.05,-6.36,-0.4156,6107086,4644885900,0.1672
2002/10/14,1524.05,1522.87,1532.63,1509.14,1531.68,7.63,0.5006,5496464,4097420900,0.1505
2002/10/15,1531.68,1531.58,1534.58,1522.1,1524.73,-6.95,-0.4538,3741746,2974364600,0.1024
2002/10/16,1524.73,1524.91,1548.53,1524.91,1537.39,12.66,0.8303,4996202,4012776900,0.1367
2002/10/17,1537.39,1537.97,1538.79,1511.4,1513.1,-24.29,-1.58,4168962,3406702700,0.1141
2002/10/18,1513.1,1511.18,1523.83,1500.54,1519.54,6.44,0.4256,4087333,3541925500,0.1118
2002/10/21,1519.54,1519.21,1525.26,1512.33,1524.93,5.39,0.3547,3456683,2947387200,0.0946
2002/10/22,1524.93,1525.08,1553.87,1525.07,1548.1,23.17,1.5194,6481899,5563652400,0.1774
2002/10/23,1548.1,1549.77,1550.09,1539.48,1548.97,0.87,0.0562,4729964,4165715400,0.1294
2002/10/24,1548.97,1549.79,1550.43,1535.9,1536.52,-12.45,-0.8038,4422759,4208307200,0.1209
2002/10/25,1536.52,1535.8,1542.59,1517.42,1520.31,-16.21,-1.055,5292812,4438120300,0.1447
2002/10/28,1520.31,1518.09,1518.6,1500.01,1502.72,-17.59,-1.157,5082704,4087222600,0.1389
2002/10/29,1502.72,1501.38,1511.77,1488.68,1510.88,8.16,0.543,4645929,4213726200,0.1269
2002/10/30,1510.88,1511.11,1513.46,1498.45,1509.71,-1.17,-0.0774,3748567,3383481400,0.1024
2002/10/31,1509.71,1510.03,1521.87,1506,1507.5,-2.21,-0.1464,3579218,3154416300,0.0977
2002/11/1,1507.5,1507.38,1511.1,1498.21,1510.76,3.26,0.2163,3581796,3149422200,0.0977
2002/11/4,1510.76,1516.22,1532.23,1515.07,1531.84,21.08,1.3953,4908305,4342407900,0.1339
2002/11/5,1531.84,1533.81,1565.23,1532.29,1558.24,26.4,1.7234,11900345,10528073700,0.3248
2002/11/6,1558.24,1558.91,1559.23,1548.73,1552.56,-5.68,-0.3645,6479494,6151167800,0.1768
2002/11/7,1552.56,1554.04,1559.82,1546.27,1554.24,1.68,0.1082,6406282,5551289100,0.1748
2002/11/8,1554.24,1570,1573.1,1517.39,1522.19,-32.05,-2.0621,9401244,7541349200,0.2564
2002/11/11,1522.19,1519.6,1526.13,1501.99,1504.4,-17.79,-1.1687,4398727,3855845300,0.12
2002/11/12,1504.4,1504.58,1517.72,1481.16,1485.91,-18.49,-1.2291,8063700,6212785700,0.2199
2002/11/13,1485.91,1483.71,1491.24,1461.26,1490.46,4.55,0.3062,6400307,5324174400,0.1745
2002/11/14,1490.46,1488.91,1489.14,1459.71,1460.8,-29.66,-1.99,5316644,4954007400,0.145
2002/11/15,1460.8,1455.98,1481.22,1451.39,1463.69,2.89,0.1978,6004439,5275652500,0.1637
2002/11/18,1463.69,1463.72,1468.33,1447.49,1451.29,-12.4,-0.8472,4122236,3700765800,0.1124
2002/11/19,1451.29,1450.7,1464.76,1441.73,1462.17,10.88,0.7497,4228377,3710422800,0.1152
2002/11/20,1462.17,1459.21,1459.21,1423.8,1425.84,-36.33,-2.4847,5693872,4812460600,0.1551
2002/11/21,1425.84,1421.23,1421.23,1389.29,1390.63,-35.21,-2.4694,6827937,5483245200,0.186
2002/11/22,1390.63,1392.57,1409,1375.54,1395.5,4.87,0.3502,6767399,5403454300,0.1844
2002/11/25,1395.5,1393.34,1403.51,1383.09,1398.44,2.94,0.2107,4458814,3416142900,0.1215
2002/11/26,1398.44,1398.44,1408.79,1371.01,1371.17,-27.27,-1.95,5322512,4174131400,0.145
2002/11/27,1371.17,1365.82,1384,1353.14,1378.75,7.58,0.5528,7257236,5332974800,0.1976
2002/11/28,1378.75,1378.14,1417.85,1372.38,1417.53,38.78,2.8127,7946341,6208716400,0.2164
2002/11/29,1417.53,1420.43,1450.19,1409.2,1434.18,16.65,1.1746,15064713,12267849100,0.4103
2002/12/2,1434.18,1432.03,1432.03,1394.91,1395.68,-38.5,-2.6845,6695143,5663038800,0.1823
2002/12/3,1395.68,1391.72,1409.89,1388.51,1408.84,13.16,0.9429,5220099,4218664700,0.1421
2002/12/4,1408.84,1414.89,1432.9,1406.61,1414.45,5.61,0.3982,7696892,6504122300,0.2095
2002/12/5,1414.45,1411.89,1411.89,1395.08,1404.88,-9.57,-0.6766,4782471,3977073500,0.1302
2002/12/6,1404.88,1404.93,1417,1396.21,1405.53,0.65,0.0463,3817211,3308794700,0.1039
2002/12/9,1405.53,1404.51,1410.79,1395.93,1400.87,-4.66,-0.3315,3283262,2787268700,0.0894
2002/12/10,1400.87,1400.56,1406.9,1383.57,1383.84,-17.03,-1.2157,5177534,4341947300,0.1409
2002/12/11,1383.84,1381.4,1383.15,1367.31,1379.2,-4.64,-0.3353,4427200,3643224200,0.1204
2002/12/12,1379.2,1378.82,1399.77,1378.81,1383.91,4.71,0.3415,4379944,3791909400,0.1192
2002/12/13,1383.91,1375.78,1401.6,1367.93,1396.9,12.99,0.9386,5598029,4621435000,0.1523
2002/12/16,1396.9,1397.72,1409.94,1392.89,1408.52,11.62,0.8318,6490986,5247327400,0.1766
2002/12/17,1408.52,1409.17,1418.21,1403.58,1416.1,7.58,0.5382,5818918,4765673100,0.1583
2002/12/18,1416.1,1416.67,1424.48,1409.84,1411.72,-4.38,-0.3093,6354158,5286673500,0.1729
2002/12/19,1411.72,1411.28,1414.29,1402.64,1413.6,1.88,0.1332,4825848,4208861800,0.1313
2002/12/20,1413.6,1414.35,1431.36,1410.46,1427.94,14.34,1.0144,6343387,5348770300,0.1725
2002/12/23,1427.94,1429.95,1439.85,1429.29,1430.2,2.26,0.1583,6385503,5474167500,0.1737
2002/12/24,1430.2,1429.53,1431.12,1420.38,1430.83,0.63,0.044,5306865,4605115500,0.1443
2002/12/25,1430.83,1431.59,1433.79,1420.93,1421.52,-9.31,-0.6507,5434681,4680032400,0.1478
2002/12/26,1421.52,1419.97,1420,1382.36,1384.15,-37.37,-2.6289,8652099,7055430800,0.2352
2002/12/27,1384.15,1379.33,1389.33,1367.85,1382.97,-1.18,-0.0853,6857980,5690603800,0.1865
2002/12/30,1382.97,1379.74,1379.75,1358.43,1366.36,-16.61,-1.201,6347283,5327514600,0.1726
2002/12/31,1366.36,1364.97,1370.53,1348.71,1357.65,-8.71,-0.6375,6505834,5833557400,0.1769
2003/1/2,1357.65,1347.43,1351.34,1317.47,1320.63,-37.02,-2.7268,5065689,3883362100,0.1377
2003/1/3,1320.63,1317.58,1323.63,1312.8,1319.87,-0.76,-0.0575,3649264,2723884200,0.0992
2003/1/6,1319.87,1319.69,1334.89,1311.68,1334.68,14.81,1.1221,5850539,3974558300,0.158
2003/1/7,1334.68,1335.63,1346.82,1326.19,1332.06,-2.62,-0.1963,6547075,4412252200,0.1761
2003/1/8,1332.06,1331.44,1373.12,1330.45,1372.07,40.01,3.0036,8477338,5581740200,0.228
2003/1/9,1372.07,1374.62,1402.29,1365.37,1397.38,25.31,1.8447,16185726,11212998100,0.4353
2003/1/10,1397.38,1398.38,1411.37,1384.63,1384.86,-12.52,-0.896,14639156,10557969800,0.3937
2003/1/13,1384.86,1381.87,1391.19,1378.65,1386.31,1.45,0.1047,7876154,5873750500,0.2118
2003/1/14,1386.31,1386.9,1476.91,1386.59,1466.85,80.54,5.8097,31777117,22789709600,0.8543
2003/1/15,1466.85,1477.45,1485.8,1448.27,1459.92,-6.93,-0.4724,32540106,21334485700,0.8748
2003/1/16,1459.92,1458.87,1486.06,1454.55,1485.62,25.7,1.7604,21343311,15741847000,0.5738
