date,chg_amt
2017-01-03,0.00708219375269907
2017-01-04,-0.0008576084159972881
2017-01-05,0.0022603072873451577
2017-01-06,-0.008135883528404329
2017-01-09,-0.0005468412721254382
2017-01-10,-0.005385014110464713
2017-01-11,0.0
2017-01-12,-0.0005501027823619198
2017-01-13,0.009936268829663858
2017-01-16,0.017726529558557844
2017-01-17,-0.00580592429751143
2017-01-18,0.006378454996456454
2017-01-19,-0.004422535211267506
2017-01-20,0.005828594063888067
2017-01-23,-0.001659681003684984
2017-01-24,-0.0005353620738237662
2017-01-25,0.006907050830255832
2017-01-26,0.002183895173031578
2017-02-03,-0.02436162485332737
2017-02-06,0.008962831452952362
2017-02-07,0.003348942812544405
2017-02-08,-0.001103159562130554
2017-02-09,0.0024919295463555805
2017-02-10,0.002485735269193858
2017-02-13,0.0030431107354183425
2017-02-14,-0.005786841957413224
2017-02-15,0.006103074141048654
2017-02-16,-0.0005616715344865205
2017-02-17,-0.001095875014049721
2017-02-20,0.015443472390221931
2017-02-21,-0.0013574159233198373
2017-02-22,0.0013592610058531301
2017-02-23,-0.008144495539919024
2017-02-24,0.0010892637694112802
2017-02-27,-0.006556370839494644
2017-02-28,-0.002471354751741009
2017-03-01,-0.001942567567567641
2017-03-02,-0.008293137006008406
2017-03-03,-0.00028443837642569083
2017-03-06,-0.0005405866788061102
2017-03-07,0.0036153495786837406
2017-03-08,-0.003885973620763025
2017-03-09,-0.0011105416025970008
2017-03-10,-0.005045753869836643
2017-03-13,0.010400550111741434
2017-03-14,-0.0008507018290089646
2017-03-15,0.0005676174258550624
2017-03-16,0.0030633952630831646
2017-03-17,-0.008879337160308799
2017-03-20,0.002253987274957934
2017-03-21,0.012269414711910651
2017-03-22,-0.007452403048454698
2017-03-23,0.01583838612795389
2017-03-24,-0.0005299417064122486
2017-03-27,0.005190601105095717
2017-03-28,-0.000277623542476544
2017-03-29,0.001360733129686184
2017-03-30,-0.0008042374996532451
2017-03-31,0.007077435470441172
2017-04-05,0.002425244591428992
2017-04-06,-0.003794023039067389
2017-04-07,-0.009714364564647351
2017-04-10,-0.004124515787420317
2017-04-11,-0.007107877431089906
2017-04-12,-0.004988585440094688
2017-04-13,-0.003059143439836961
2017-04-14,-0.00028412319581765
2017-04-17,0.003637810492809643
2017-04-18,-0.008891657699495951
2017-04-19,-0.0053142857142857115
2017-04-20,0.008157637731946887
2017-04-21,0.008120120804604357
2017-04-24,0.0022044484639514982
2017-04-25,0.008572798285440402
2017-04-26,0.028239899342932983
2017-04-27,0.00826648538409251
2017-04-28,0.0036948137759918133
2017-05-02,-0.0013166380051590574
2017-05-03,0.002367691769580568
2017-05-04,-0.0047241980942155926
2017-05-05,-0.014806224547587569
2017-05-08,0.014207500684368966
2017-05-09,0.005290291235930739
2017-05-10,0.048704524097194266
2017-05-11,-0.0017665582836220977
2017-05-12,0.02967427545524484
2017-05-15,-0.001220514608812601
2017-05-16,0.0046635742431043355
2017-05-17,-0.016308799801414833
2017-05-18,0.004945997779347885
2017-05-19,0.009592205705102577
2017-05-22,0.04462020593941195
2017-05-23,0.007714285714285668
2017-05-24,-0.003260561383612091
2017-05-25,0.0571753662352439
2017-05-26,-0.006816449168124177
2017-05-31,-0.002415677066871344
2017-06-01,0.01996062190236959
2017-06-02,-0.021966318311921758
2017-06-05,-0.006465663921595402
2017-06-06,0.03046079371603424
2017-06-07,-0.0010858003900017614
2017-06-08,0.035670711417733245
2017-06-09,0.010902392528969528
2017-06-12,0.016420883125688592
2017-06-13,-0.010026891246794824
2017-06-14,-0.02537376289745221
2017-06-15,-0.021821324403154332
2017-06-16,0.01126449475427936
2017-06-19,0.03981653379927925
2017-06-20,-0.009473197781885408
2017-06-21,0.027652310367495856
2017-06-22,-0.0058603825756793895
2017-06-23,0.011789858231106084
2017-06-26,0.0
2017-06-27,0.004020925223099909
2017-06-28,-0.02623567152285417
2017-06-29,0.02778185785928626
2017-06-30,-0.007002715338600754
2017-07-03,-0.013507956741642265
2017-07-04,-0.0208415831266543
2017-07-05,0.0521700261807965
2017-07-06,0.01923854992717269
2017-07-07,-0.007403290792529319
2017-07-10,0.002359528094381166
2017-07-11,0.01288700925630388
2017-07-12,-0.012092803403316744
2017-07-13,0.020155502392344555
2017-07-14,0.022063278028570832
2017-07-17,0.021414913957935083
2017-07-18,-0.007974541370273341
2017-07-19,0.0069253122995055535
2017-07-20,0.003148366784730541
2017-07-21,-0.037942050103682234
2017-07-24,0.012505340013204505
2017-07-25,-0.005715162441026462
2017-07-26,-0.008024072216650023
2017-07-27,0.009061211791242146
2017-07-28,-0.008979843527190062
2017-07-31,0.002508361204013473
2017-08-01,0.0544058032856838
2017-08-02,-0.014771347632537513
2017-08-03,-0.02072480815549206
2017-08-04,-0.0185132223683959
2017-08-07,0.007304091068029016
2017-08-08,0.0024877540787595514
2017-08-09,-0.007425504491853023
2017-08-10,-0.025544120782215983
2017-08-11,-0.02267348197060404
2017-08-14,0.018356091902561995
2017-08-15,0.008113347055414678
2017-08-16,0.006085594782643072
2017-08-17,-0.002147613981163941
2017-08-18,0.040517326488300906
2017-08-21,-0.002637721312408731
2017-08-22,0.04092621484835807
2017-08-23,0.0036191485861557203
2017-08-24,-0.005063106707705735
2017-08-25,0.012886928188324894
2017-08-28,0.006632570075723428
2017-08-29,0.015296229802513406
2017-08-30,-0.011387749328052027
2017-08-31,-0.006743221005938371
2017-09-01,0.0025031063730169252
2017-09-04,-0.009340758038440868
2017-09-05,0.020670897552130564
2017-09-06,-0.015810978859477715
2017-09-07,-0.008844765342960324
2017-09-08,0.0020032780914224467
2017-09-11,-0.0187204652853508
2017-09-12,0.015187997777366184
2017-09-13,0.0047436599160736725
2017-09-14,-0.01906664245505715
