,date,chg_amt
236,2013-12-31,0.0
237,2014-01-02,-0.00518425108589042
238,2014-01-03,-0.0038028169014083448
239,2014-01-06,0.016965926763749358
240,2014-01-07,-0.003892673432503765
241,2014-01-08,-0.012840195394277689
242,2014-01-09,-0.006644987982468626
243,2014-01-10,-0.007828067179049205
244,2014-01-13,0.0025821259503657715
245,2014-01-14,0.009300329088567805
246,2014-01-15,-0.005245250921462988
247,2014-01-16,-0.005272908650420396
248,2014-01-17,0.027936962750716245
249,2014-01-20,-0.01560975609756099
250,2014-01-21,0.0
251,2014-01-22,0.007928642220019828
252,2014-01-23,-0.009130495856159503
253,2014-01-24,0.0
254,2014-01-27,-0.013042245534448613
255,2014-01-28,0.005314564780235553
256,2014-01-29,-0.0014287755393627356
257,2014-01-30,-0.00128773787380161
258,2014-02-07,-0.004011461318051643
259,2014-02-10,0.006760644418872225
260,2014-02-11,0.003857693956279488
261,2014-02-12,-0.003842869342442376
262,2014-02-13,-0.0014287755393627356
263,2014-02-14,0.0014308198597796232
264,2014-02-17,0.005286469495642224
265,2014-02-18,-0.005258669698692428
266,2014-02-19,0.009144163451921712
267,2014-02-20,0.04728868752654687
268,2014-02-21,-0.03879951331620926
269,2014-02-24,-0.02222222222222227
270,2014-02-25,0.0
271,2014-02-26,0.005322209436133475
272,2014-02-27,0.02518242953212193
273,2014-02-28,-0.006420097697138906
274,2014-03-03,0.007866273352999024
275,2014-03-04,-0.006550522648083583
276,2014-03-05,-0.014309764309764354
277,2014-03-06,0.010532308568175327
278,2014-03-07,0.014366197183098636
279,2014-03-10,0.002638156067758974
280,2014-03-11,-0.009001523334718237
281,2014-03-12,-0.021939631078814987
282,2014-03-13,0.0025717959708530767
283,2014-03-14,-0.005272908650420396
284,2014-03-17,0.008022922636103031
285,2014-03-18,-0.003979533826037462
286,2014-03-19,0.0012842465753425145
287,2014-03-20,-0.0025651988029073225
288,2014-03-21,0.014430632947563936
289,2014-03-24,0.0039436619718310525
290,2014-03-25,-0.0025252525252524964
291,2014-03-26,-0.006610407876230745
292,2014-03-27,-0.009061305394308376
293,2014-03-28,0.0012858979854265384
294,2014-03-31,0.003995433789954278
295,2014-04-01,0.0
296,2014-04-02,0.0012791358726549661
297,2014-04-03,-0.00397444996451378
298,2014-04-04,0.0012825994014535346
299,2014-04-08,0.009251352120694618
300,2014-04-09,0.005217881822027912
301,2014-04-10,0.003928170594837203
302,2014-04-11,-0.005170486305198424
303,2014-04-14,0.0
304,2014-04-15,-0.007866273352999024
305,2014-04-16,0.0
306,2014-04-17,0.0026900750389353147
307,2014-04-18,-0.0052245128494775375
308,2014-04-21,-0.006529453513129916
309,2014-04-22,0.005286469495642224
310,2014-04-23,0.0
311,2014-04-24,-0.001421262080727656
312,2014-04-25,-0.006547110731568371
313,2014-04-28,-0.00787965616045854
314,2014-04-29,0.0038989169675090448
315,2014-04-30,0.0014384349827387495
316,2014-05-05,-0.001436368859523095
317,2014-05-06,-0.0012945914844649513
318,2014-05-07,-0.0025925392481635887
319,2014-05-08,0.0012996389891697243
320,2014-05-09,0.004038073262186268
321,2014-05-12,0.009192760700948013
322,2014-05-13,0.007970395673213785
323,2014-05-14,0.0012708274498729655
324,2014-05-15,-0.009166549146805866
325,2014-05-16,0.0052661542840876634
326,2014-05-19,-0.005238567181084514
327,2014-05-20,0.0052661542840876634
328,2014-05-21,0.005238567181084514
329,2014-05-22,-0.0038028169014083448
330,2014-05-23,0.0012724445072811329
331,2014-05-26,0.0
332,2014-05-27,-0.003953685399604573
333,2014-05-28,0.0012758718457611927
334,2014-05-29,0.0
335,2014-05-30,-0.0038227382132238617
336,2014-06-03,0.003837407617964772
337,2014-06-04,0.0026900750389353147
338,2014-06-05,0.0012708274498729655
339,2014-06-06,-0.003948667324777953
340,2014-06-09,0.0012742460710746626
341,2014-06-10,0.004100678733031662
342,2014-06-11,0.0
343,2014-06-12,-0.001408252358822671
344,2014-06-13,0.0067691439853335275
345,2014-06-16,0.00924499229583973
346,2014-06-17,-0.005274115197779356
347,2014-06-18,-0.0013952839402818177
348,2014-06-19,-0.006566997345256352
