DateTime,ADTM,ATR,BBI,BBIBOLL,BIAS,BOLL,CCI,CDP,DMA,DMI,DPO,ENV,EXPMA,KDJ,slowKD,MA,MACD,MIKE,MTM,PRICEOSC,PVT,RC,ROC,RSI,SAR,SI,SOBV,SRMI,STD,TAPI,TRIX,VHF,VMA,VMACD,VOSC,VSTD,WVAD,vol_ratio
2012/1/4,-0.146427586,67.69,2348.40499,2348.40499,-1.817703065,2429.706577,-71.4502415,2339.7965,-217.18014,15.83853586,-38.12009091,2486.002933,2348.670948,30.95080519,31.92325559,2313.7638,-68.98450067,2374.912,-60.406,-3.775469831,18386289168,89.21413655,-1.795762794,32.0633621,2268.7523,-605.2253888,1.29166E+12,-0.032948084,99.47171579,15014612.99,-0.456513292,0.418435042,32651368.8,-932326.3642,2.174655107,2703067.151,-142965500,1.092826833
2012/1/5,-0.146907986,44.504,2338.095625,2338.095625,-2.377847407,2418.285962,-137.5942865,2315.448,-220.26814,15.76547,-50.66781818,2476.834311,2337.550033,23.30728449,33.89448015,2308.0338,-69.64093809,2309.682667,-59.317,-3.707536796,18344432013,86.70539056,-4.758906318,27.20753238,2272.153,-766.7627741,1.28736E+12,-0.026814923,99.37330354,17517390.23,-0.451762634,0.438306856,35399202,-46596.9104,1.820017224,4284473.181,-121742435.9,1.317447984
2012/1/6,-0.12878839,37.318,2327.892604,2327.892604,-1.437777479,2406.056423,-132.3380183,2285.395,-217.89782,16.21892507,-28.59072727,2473.034439,2330.327105,24.91164515,27.96007628,2304.5684,-68.2275721,2303.468333,-14.434,-3.530151506,18366413745,86.38392217,-3.934184083,34.74459907,2254.567,83.62829352,1.29088E+12,-0.021668834,94.65699264,14366013.75,-0.445112725,0.441057207,35862596.4,24264.40993,0.567638588,4227136.058,-91370497.8,0.994344223
2012/1/9,0.207605163,97.172,2334.09424,2334.09424,1.948232618,2400.173731,14.3107664,2281.9135,-209.39616,25.1624161,46.69990909,2471.402114,2336.210627,49.58014545,31.02673505,2316.0102,-60.12296259,2418.217,60.642,-3.308523636,18552698308,89.12848949,-0.357708829,61.19127475,2259.02384,1406.32419,1.29635E+12,0.003973283,92.01426294,23126986.04,-0.424565959,0.401297454,40630524.6,1637323.035,4.442539406,7833922.986,-34526755.02,1.526028411
2012/1/10,0.38665098,88.674,2355.491219,2355.491219,4.931656229,2394.932808,195.1850213,2344.4365,-195.3438,35.36724256,115.8412727,2476.167647,2353.308838,65.94217816,46.65393242,2336.3316,-46.80367067,2584.489667,135.988,-2.684278404,18822621041,90.34085057,4.627447728,73.97811276,2265.61575,1298.024537,1.30446E+12,0.045619566,85.0324894,32921078.26,-0.383451091,0.352606317,49688473.8,4990644.898,12.76931014,16248392.08,69136558.57,1.997389642
2012/1/11,0.459436314,29.824,2372.442604,2372.442604,4.077683677,2390.251923,200.8502582,2426.4835,-180.15922,32.87331043,97.15036364,2480.599583,2365.970248,74.35086891,72.16812797,2363.7026,-36.77155682,2620.150333,89.866,-2.139541157,18794457370,90.36477106,4.026463535,69.86143245,2280.36289,223.4998292,1.29859E+12,0.053610023,79.1084326,25301430.32,-0.332603596,0.385965794,54560695.2,5770189.378,14.17023968,16534139.35,49820413.32,1.181474686
2012/1/12,0.426208815,41.057,2384.29851,2384.29851,3.77997527,2386.937846,160.4115349,2436.921,-161.89452,35.66157458,87.71436364,2487.876559,2376.623902,78.26799725,87.82134934,2395.4694,-28.52362082,2627.378333,136.466,-1.722412089,18793704779,90.27574815,3.224030258,69.70721008,2297.641201,-56.69667872,1.30331E+12,0.052270864,75.25657145,21044921.67,-0.277791886,0.38257973,55381654.2,5391074.856,15.15409669,15760724.59,49228414.81,0.863648728
2012/1/13,0.45827456,71.242,2384.655521,2384.655521,1.82558422,2382.245269,82.53745717,2439.53425,-146.2928,35.29448681,38.71127273,2491.88934,2379.348533,74.38388763,89.84161786,2416.216,-24.99798868,2555.210333,117.949,-1.311477971,18717291127,87.30829678,2.510251736,54.52592441,2317.649617,-777.7012883,1.29875E+12,0.034653895,70.70777888,21041058.28,-0.229146009,0.336294211,57444655.2,4904395.149,16.25126212,15140828.79,21093432.01,0.821824441
2012/1/16,0.439557672,48.865,2378.654854,2378.654854,-0.388254459,2375.223,17.98714239,2402.25,-134.89096,31.99796409,-13.40290909,2490.86644,2374.163989,64.05974217,79.55025492,2411.6318,-25.83456761,2469.286333,55.048,-0.867652866,18655218999,85.47345936,1.761968907,41.5846665,2335.257023,-1412.578406,1.2957E+12,-3.96E-05,64.66944058,15597178.18,-0.193875977,0.330660578,52604616,3271670.488,15.81602853,15182915.23,4233197.91,0.531418369
2012/1/17,0.498621907,133.181,2387.607302,2387.607302,3.931831177,2372.746077,82.72085086,2357.85725,-117.34216,36.48856839,87.98181818,2500.323079,2387.461991,75.43976425,72.0269416,2414.2822,-17.02563581,2580.285,92.031,-0.22098044,18969868278,89.03137264,6.615154372,65.07251942,2329.248,2101.51149,1.30212E+12,0.0657758,59.94612643,27986774.6,-0.15085812,0.288961888,49214747.8,4641790.489,17.51870486,15592371.05,75812492.61,1.220532586
2012/1/18,0.630454414,70.971,2391.191854,2391.191854,1.911812349,2369.620231,94.89379915,2428.21975,-98.71738,38.06153183,42.62009091,2509.19331,2392.804608,74.48828206,68.72809766,2411.5984,-12.99423185,2626.909,-25.16,0.299979772,18870127066,88.52227576,4.794923857,56.03754023,2345.4636,212.7769491,1.29573E+12,0.060195138,54.96018058,29588471.72,-0.111115564,0.276833963,50252084.6,5637356.638,19.00358019,15206371.2,67175688.86,1.298236014
2012/1/19,0.683393456,65.221,2406.07375,2406.07375,3.409458753,2369.260923,95.02483784,2436.10075,-74.33368,37.06082134,73.36318182,2521.339547,2404.426976,80.31842377,76.13192652,2418.2246,-6.005283082,2654.460333,32.742,0.741795248,18976117041,90.49165784,5.226832277,63.3714955,2365.068416,312.1297771,1.30129E+12,0.072011263,54.27878927,24553924.98,-0.068461681,0.241312727,51950974.8,5692871.078,19.07469405,14859934.41,116449396.7,1.106734704
2012/1/20,0.719612519,47.746,2418.54575,2418.54575,4.15991353,2372.420846,120.6235464,2457.97275,-48.03382,38.14713556,88.39909091,2535.931583,2419.759133,85.72778476,82.00788247,2440.175,2.389560344,2730.113,68.867,1.3168277,19055063557,91.0029386,8.932364634,68.28638736,2381.928558,592.5198703,1.30675E+12,0.05411795,59.40254737,24782902.68,-0.021064098,0.238380693,53754132,5584861.342,20.28129415,13373666.02,182462120.4,1.049639265
2012/1/30,0.7203153,48.481,2429.098385,2429.098385,1.706193955,2374.853154,91.16918577,2495.2765,-34.04146,34.8211663,29.56772727,2544.63706,2426.060805,81.35171073,87.22212683,2463.1892,5.480089407,2698.761667,66.386,1.842844582,18979700145,91.15168685,8.097707549,57.1244091,2402.474389,-527.5303083,1.3024E+12,0.005433775,61.63171908,19593059.4,0.019644529,0.234068602,56352132.6,4558092.388,19.02095377,13913813.39,107973200.4,0.809559124
2012/1/31,0.682138434,25.071,2438.149365,2438.149365,1.246912762,2379.602077,67.77903068,2472.67825,-27.73552,34.57172561,24.40863636,2557.168304,2431.937604,79.08593054,85.10397197,2463.921,8.121386086,2651.527667,118.611,2.231353879,18984116874,91.43815107,7.581372749,57.80010847,2419.732886,-291.3591521,1.30547E+12,0.01162702,63.55100287,14260660.17,0.054136056,0.247347301,49651303.2,2679368.89,18.88607461,12208786.97,102319397.5,0.544815246
2012/2/1,0.615900303,58.214,2432.374417,2432.374417,-0.408068934,2381.096885,40.27360922,2462.28175,-21.9729,35.04507918,-9.188727273,2568.722986,2431.484742,71.08405058,78.56215996,2465.282,7.284984498,2560.157333,-31.607,2.371913313,18934006407,88.3207918,2.551075121,48.63697279,2510.34,-626.458908,1.30196E+12,-0.002556238,64.23443522,16645056.96,0.077062683,0.244474388,43875906.4,1521027.028,16.36434639,12504461.19,84427641.66,0.705225679
2012/2/2,0.652613287,57.244,2439.512417,2439.512417,1.803738234,2385.013423,72.84909743,2440.7755,-11.70216,34.77223847,43.45254545,2583.535501,2439.90832,76.28628133,73.58445186,2468.8596,11.11313728,2605.542,64.049,2.341094374,19033145495,90.5838932,1.589025513,60.75548801,2508.6022,684.519755,1.30617E+12,0.036965085,67.34597782,19081217.37,0.099930074,0.244329583,41166158.2,1158682.264,10.3073869,12603642.31,147781022,0.958771874
2012/2/3,0.650111165,44.365,2447.755323,2447.755323,2.370413589,2389.975615,133.0066451,2472.10575,2.75396,31.13017312,56.86172727,2593.94773,2450.090117,82.65271355,72.85735985,2469.2604,15.56939216,2664.762,37.74,2.372703209,19073028737,93.85697101,2.893815425,64.26427451,2514.645,386.0460059,1.31117E+12,0.064020446,71.21980573,22102401.07,0.123919951,0.254534031,40250049.6,1490373.435,7.472183047,12640783.2,169800164.7,1.213356849
2012/2/6,0.654888171,32.049,2456.99425,2456.99425,2.058121433,2396.33,125.1177666,2499.27625,21.77516,23.7192821,45.09481818,2598.2614,2458.433484,83.27782796,80.00959919,2477.9808,18.74229394,2679.944667,0.236,2.34285442,19069848433,94.07610845,2.83765033,63.65603194,2520.758,109.2738822,1.30666E+12,0.017458218,73.72415506,20394144.12,0.146291802,0.255653868,40562601,1344824.142,5.99335145,11299937.44,145935394.5,1.11999626
2012/2/7,0.627943828,62.624,2457.120875,2457.120875,-0.047459368,2400.815346,25.31994013,2504.52775,24.48128,22.35868396,-11.48272727,2599.953311,2458.359717,69.05981487,80.47760139,2476.7196,17.31572646,2596.541333,-2.766,2.370999036,18996381703,94.30112085,2.657106319,49.04659661,2518.81184,-957.0988919,1.30269E+12,0.01455072,73.78933573,17467708.98,0.158651956,0.245010042,42358133.6,784635.8221,4.755458924,10100005.04,127823355.6,0.978220406
2012/2/8,0.665096413,83.163,2467.760948,2467.760948,2.178334665,2407.318308,104.1413906,2461.6595,36.715,25.24442003,52.65063636,2606.996027,2469.109914,77.58900103,78.54900221,2496.568,21.60725648,2679.683333,63.976,2.708538409,19157039571,96.87889774,7.7840717,64.05268057,2441.698,913.7159274,1.30831E+12,0.023686871,77.20297633,26292019.71,0.174209584,0.259680363,46592350,1653621.135,7.135100858,8793008.298,194845523,1.326462033
2012/2/9,0.686545206,32.894,2477.748271,2477.748271,1.982824983,2414.761731,139.6418633,2510.40825,44.40798,27.9038476,43.91454545,2617.209657,2478.359312,80.49233423,73.54520055,2505.1666,24.802703,2644.397667,100.237,2.632767444,19159373343,96.92489869,2.789155983,64.23163952,2443.54728,188.0118882,1.31424E+12,0.009941757,79.24185937,27007363.66,0.190167945,0.261037891,50038903.2,2563959.416,3.851456372,9336665.609,192085646.8,1.272735782
2012/2/10,0.670876689,38.872,2490.665323,2490.665323,1.778860244,2423.553615,141.9615713,2529.4045,48.36952,30.00239971,42.37354545,2631.44205,2486.861572,80.5509055,78.1093115,2510.6734,27.37404483,2661.552333,47.386,2.642805438,19170068405,98.050047,4.600590623,65.15081598,2447.646389,144.3891233,1.3204E+12,0.028774593,79.26092128,25522945.28,0.205264304,0.269307476,52364230.6,3429539.808,0.862310113,10301278.97,196334797.4,1.230560085
2012/2/13,0.633734811,57.141,2495.321833,2495.321833,1.496659377,2432.171038,100.3856612,2537.1075,56.6343,23.77122764,38.19463636,2636.846536,2493.803022,80.18895822,81.06852189,2516.2052,28.94560843,2631.038,25.891,2.504309693,19166701897,97.8008548,2.577875909,64.40797288,2454.389225,286.4474961,1.32559E+12,0.026746251,78.39645056,23080769.2,0.217826054,0.275601501,53731044.2,3297867.832,-1.324429004,10390428.23,189402021.5,0.991401428
