DateTime,ADTM,ATR,BBI,BBIBOLL,BIAS,BOLL,CCI,CDP,DMA,DMI,DPO,ENV,EXPMA,KDJ,slowKD,MA,MACD,MIKE,MTM,PRICEOSC,PVT,RC,ROC,RSI,SAR,SI,SOBV,SRMI,STD,TAPI,TRIX,VHF,VMA,VMACD,VOSC,VSTD,WVAD,vol_ratio
2007/1/4,0.895300502,98.447,1956.946,1956.946,6.028936952,1841.3685,197.9725133,2031.70775,275.7464,50.76892781,110.0902727,2046.909517,1949.276243,83.139318,86.27896948,2001.8374,97.8564719,2341.371333,171.448,5.549271832,3943131013,146.735997,12.57794191,88.80391363,1930.103044,710.5634851,2.42218E+11,0.070460338,115.8010047,30334903.06,0.792887052,0.60583606,71347503.6,6600519.537,3.266545028,16659035.67,455214160,1.742251327
2007/1/5,0.859885873,52.64,1978.768406,1978.768406,5.401268192,1857.563962,135.0914504,2081.98,278.23372,49.42466812,101.629,2067.278704,1968.292667,80.18431721,83.62820992,2028.7664,100.4682124,2249.693,133.779,5.547202957,3969113277,143.9448104,10.98966822,89.24391747,1971.981235,132.5939028,2.51493E+11,0.065771199,117.5879702,25754433.27,0.805606926,0.616018343,78502716.4,8145527.289,5.887961583,18942570.98,460400310.7,1.29988356
2007/1/8,0.862157682,60.016,2003.200052,2003.200052,7.404140607,1876.315577,152.1625473,2064.9825,284.04,51.00584797,141.2009091,2089.645689,1993.410103,85.76763911,80.5996533,2058.5022,106.0499782,2342.776667,193.318,5.456829637,4209049034,147.3264562,11.24404261,92.72161191,2005.483788,975.042407,2.5997E+11,0.104417149,120.8664314,24491711.22,0.826748498,0.63708495,84255168.8,8626951.672,6.261147928,19319486.72,484485165.3,1.079808609
2007/1/9,0.865148289,73.296,2034.043115,2034.043115,9.575167121,1896.813423,167.9529547,2116.6425,298.27028,53.39466542,185.7728182,2114.816903,2025.206395,90.37139275,83.72101572,2102.5328,114.6813904,2472.440667,217.209,5.529307568,4471322928,151.0949492,14.50169768,94.99137127,2032.28583,1231.657528,2.68127E+11,0.138377318,128.5982934,23312237.15,0.861617109,0.679313786,87932127.8,8651327.907,5.819210217,19336443.95,531829396.6,0.968221062
2007/1/10,0.868542367,61.196,2072.406281,2072.406281,10.88819993,1917.6445,166.3597855,2182.399,317.96416,53.20041017,210.1090909,2140.549009,2060.707873,93.5809285,90.06078518,2145.5166,124.5946462,2590.568667,276.033,5.741422204,4686973144,156.7677287,16.49425498,96.16238694,2066.100664,878.7164523,2.76618E+11,0.140455131,140.6569561,24357024.84,0.909509354,0.679408127,90142734.2,8837265.095,7.614339322,17419861.38,523214193.9,0.96557403
2007/1/11,0.873987136,65.584,2099.964594,2099.964594,8.261192013,1936.967769,141.006526,2240.667,331.50886,54.38120203,155.228,2164.034444,2087.003431,90.17253117,94.4705909,2178.424,129.0001469,2616.730667,190.582,6.033467217,4593899386,154.3056853,16.90133762,85.69171421,2104.073731,41.77824507,2.6799E+11,0.131469433,147.774482,24811293.35,0.952878936,0.627254197,86054102.4,8991645.718,8.874376968,16243441.77,472569987.3,0.957110396
2007/1/12,0.809814495,89.768,2112.115115,2112.115115,4.280799698,1952.083577,89.20655323,2244.3935,340.87428,51.40252661,76.01481818,2181.993873,2100.348595,81.5292542,91.89402847,2198.5968,126.3642954,2489.891,106.655,6.353022464,4395413807,148.4320298,14.67063436,65.37552415,2141.248985,-1376.05506,2.60338E+11,0.087806907,151.0839165,23141036.3,0.975056681,0.619639018,82810557,8232286.471,11.62032549,14409800.64,450238721,0.889274513
2007/1/15,0.862125691,116.741,2136.24999,2136.24999,8.223623667,1971.049385,105.8827477,2189.203,355.16212,50.31097571,157.8730909,2210.640903,2129.116811,87.39451929,86.36183995,2229.754,131.9208301,2582.337667,214.459,6.741489978,4742421063,154.6118754,17.9587067,77.7812099,2170.943,1707.709355,2.66978E+11,0.134395731,160.7211658,20411290.41,1.001053403,0.589145748,79137594.6,6736028.97,12.62477271,12708101.51,513993340,0.801867532
2007/1/16,0.882285065,67.089,2171.049927,2171.049927,9.575812459,1993.144115,135.1319336,2258.32775,375.07186,55.76469701,190.6780909,2245.33546,2163.69484,91.53898307,84.16862037,2260.5116,140.0782651,2730.809,222.318,7.21662001,4964542046,159.0825165,21.44401255,82.25081039,2194.7444,1032.013248,2.74614E+11,0.132898787,171.9515173,24049282.28,1.035813632,0.647276619,78094919.6,6281605.8,14.64885998,11166240.16,615189673.5,0.96495546
2007/1/17,0.876736565,126.874,2199.049583,2199.049583,6.141130549,2013.652462,108.6757463,2339.85425,385.44746,52.1888896,115.8261818,2273.336647,2186.038865,86.60785244,87.29085532,2271.1046,141.2878878,2680.689,108.845,7.43276919,4794582847,155.1397543,16.44348086,70.71900813,2226.68172,-364.4855254,2.65713E+11,0.104740679,176.5329055,28791572.84,1.0601183,0.627393176,78917031.8,6863210.395,17.11625552,10807716.02,527852176.7,1.139837783
2007/1/18,0.818361497,85.314,2216.457615,2216.457615,5.158198282,2036.941346,81.7711965,2319.356,394.26368,49.96736348,98.89490909,2302.021534,2206.201347,83.17934483,87.97667145,2288.1978,141.2767388,2596.682,61.129,7.556193437,4822391699,153.6646216,17.02896007,71.58735036,2240.214,-377.4046252,2.73578E+11,0.105395765,175.0813962,25351978.19,1.073489115,0.631498946,77391443.4,6413678.402,17.82696593,7562061.66,545583811.8,0.996598633
2007/1/19,0.827151035,78.998,2240.394458,2240.394458,7.302584454,2060.255538,117.5668183,2299.983,408.9849,52.74411056,147.9837273,2333.307889,2235.415448,88.78622988,86.85136705,2332.667,145.9598473,2711.277333,164.464,7.73699355,5106506985,158.042786,17.39528781,78.86513202,2270.8148,1103.509609,2.81911E+11,0.110403478,180.8984923,25965218.48,1.089531513,0.626616526,78753103.8,6362155.997,17.13434714,6557015.981,631150202,1.07678599
2007/1/22,0.83868737,95.618,2284.4875,2284.4875,9.828032276,2086.737269,160.0107308,2377.288,425.0978,56.40226508,205.1646364,2372.02666,2274.784302,92.48418571,86.90735324,2373.4612,155.5614867,2907.797333,317.566,8.007445007,5479634855,166.2900746,20.5225989,84.57864432,2295.87044,1643.19989,2.913E+11,0.116896994,191.3633823,27911757.54,1.118684276,0.624300944,84251083,7091597.316,14.39196358,7707407.501,680217885.8,1.192244984
2007/1/23,0.844793398,101.482,2325.346042,2325.346042,8.829255907,2113.824731,143.9399513,2474.788,436.23388,53.52832712,187.7476364,2407.391516,2310.68364,94.19885801,91.86429419,2404.3124,162.6528853,2888.168333,220.788,8.279884788,5548715364,164.4983912,20.99718122,85.41430933,2335.038552,936.3069664,2.81067E+11,0.100538648,199.0932882,31471122.59,1.151434758,0.66419136,89445755.4,8255926.141,12.71241767,10097693.58,645395088.5,1.21467419
2007/1/24,0.844468286,66.167,2359.543542,2359.543542,8.469167161,2140.758769,144.8291135,2486.991,443.63276,50.91187369,185.4690909,2442.926956,2345.413542,94.47811757,96.25062929,2449.8118,168.6126205,2926.908667,182.554,8.451444002,5643977761,168.6385269,18.99419954,86.8528727,2371.349442,229.2115557,2.8951E+11,0.120168599,206.9203162,26982861.58,1.183835625,0.679950621,88529386.8,7645832.095,10.9715211,10092908.2,622232208.5,0.943965386
2007/1/25,0.865028987,87.377,2373.133344,2373.133344,3.957821495,2163.266269,98.96767333,2529.72175,446.21192,49.40741119,83.97527273,2471.694447,2361.939304,87.38141403,95.10067588,2476.959,164.6917108,2794.434333,143.9,8.314739718,5376831701,166.2058479,11.48796002,64.35273392,2408.299353,-1221.651478,2.81404E+11,0.113780362,207.8126192,27032500.31,1.193544474,0.603736123,89010695.8,6811192.555,9.469460133,10081191.85,566299497.8,0.915573392
2007/1/26,0.806287282,167.261,2393.049292,2393.049292,5.546763802,2186.220654,77.64067033,2471.03625,459.7465,41.50869411,118.4941818,2500.569301,2385.167411,87.03141538,90.32820496,2500.3248,164.5365284,2769.656333,195.827,8.175217945,5569523248,168.2261597,11.39006528,70.86357699,2356.982,513.6064562,2.8927E+11,0.089768007,212.160192,25420364.73,1.194680154,0.563087521,88074693,5888108.088,8.125861177,9946168.316,581283715.9,0.883646704
2007/1/29,0.838875618,69.483,2418.108833,2418.108833,6.942202144,2211.431154,118.1443524,2476.76725,467.8609,40.73632161,145.8373636,2529.100791,2414.667348,90.81968269,86.48050559,2517.4456,167.6449009,2960.775,180.824,8.22548127,5787138684,167.9033622,15.47246429,76.37743843,2396.8054,822.0884803,2.97815E+11,0.086554204,218.0616339,27007727.1,1.196605322,0.558317523,86386511.4,5640089.556,7.231418732,7950100.093,687793371.9,0.970222911
