时间,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌(元),涨跌幅(%),成交量(手),成交金额(元),换手率(%),,,
2011-04-13,5114.459,5098.644,5165.492,5069.387,5165.207,50.748,0.9922,48871329,58014657947,2.0824,,,
2011-04-14,5165.207,5162.306,5175.238,5139.996,5150.869,-14.338,-0.2776,48913119,59275613529,2.0842,,,
2011-04-15,5150.869,5143.297,5162.415,5103.086,5162.415,11.546,0.2242,52794112,63287015102,2.2496,,,
2011-04-18,5162.415,5149.342,5179.447,5140.41,5178.894,16.479,0.3192,56460231,69014028734,2.4027,,,
2011-04-19,5178.894,5149.656,5153.556,5095.604,5116.144,-62.75,-1.2116,64017974,77177175059,2.7216,,,
2011-04-20,5116.144,5116.111,5154.741,5116.111,5152.395,36.251,0.7086,50876715,63372008210,2.1629,,,
2011-04-21,5152.395,5169.623,5191.014,5159.96,5188.111,35.716,0.6932,53830707,67225993144,2.2845,,,
2011-04-22,5188.111,5187.764,5193.214,5150.424,5165.123,-22.988,-0.4431,54987670,65818514589,2.3334,,,
2011-04-25,5165.123,5152.071,5152.071,5054.768,5054.768,-110.355,-2.1365,50114044,60598396125,2.1247,,,
2011-04-26,5054.768,5033.79,5047.339,4943.063,4970.572,-84.196,-1.6657,39257718,46731467118,1.6589,,,
2011-04-27,4970.572,4977.952,5003.858,4872.507,4913.497,-57.075,-1.1483,41128258,47874248469,1.7355,,,
2011-04-28,4913.497,4920.935,4937.108,4752.406,4755.416,-158.081,-3.2173,40775602,46696455937,1.7183,,,
2011-04-29,4755.416,4749.531,4837.004,4738.454,4836.866,81.45,1.7128,30110310,34952309552,1.2677,,,
2011-05-03,4836.866,4836.86,4920.709,4816.023,4920.57,83.704,1.7305,35460535,42337029899,1.4929,,,
2011-05-04,4920.57,4900.436,4900.436,4798.406,4814.781,-105.789,-2.1499,40627915,48501424167,1.7102,,,
2011-05-05,4814.781,4792.13,4842.37,4784.697,4827.212,12.431,0.2582,34700031,39948589955,1.4604,,,
2011-05-06,4827.212,4787.522,4874.976,4764.837,4849.969,22.757,0.4714,36905771,43482349641,1.5507,,,
2011-05-09,4849.969,4855.837,4897.756,4855.837,4889.92,39.951,0.8237,34562508,41948703524,1.4514,,,
2011-05-10,4889.92,4893.953,4918.868,4871.446,4918.674,28.754,0.588,35224545,41590094339,1.476,,,
2011-05-11,4918.674,4919.243,4949.018,4880.31,4929.488,10.814,0.2199,42374924,49759156156,1.7725,,,
2011-05-12,4929.488,4896.335,4940.818,4863.122,4863.795,-65.693,-1.3327,47355573,54364102761,1.978,,,
2011-05-13,4863.795,4860.034,4903.107,4817.829,4902.564,38.769,0.7971,42464083,49201045718,1.771,,,
2011-05-16,4902.564,4900.004,4931.125,4892.239,4900.706,-1.858,-0.0379,40995343,47185720435,1.7082,,,
2011-05-17,4900.706,4892.293,4912.709,4823.065,4873.954,-26.752,-0.5459,46860595,53375981642,1.9526,,,
2011-05-18,4873.954,4859.321,4907.746,4850.45,4906.189,32.235,0.6614,36080751,40258340759,1.5025,,,
2011-05-19,4906.189,4912.813,4929.212,4875.803,4879.892,-26.297,-0.536,34682656,40656806517,1.4397,,,
2011-05-20,4879.892,4875.08,4886.591,4837.978,4863.185,-16.707,-0.3424,30219964,36148815016,1.2524,,,
2011-05-23,4863.185,4853.899,4853.92,4677.455,4679.527,-183.658,-3.7765,42852622,46854851911,1.7705,,,
2011-05-24,4679.527,4656.012,4676.835,4590.126,4672.076,-7.451,-0.1592,32871981,36938119960,1.3574,,,
2011-05-25,4672.076,4667.636,4689.694,4613.676,4618.748,-53.328,-1.1414,34181692,37355369017,1.4085,,,
2011-05-26,4618.748,4635.946,4662.29,4572.323,4572.942,-45.806,-0.9917,35701838,40354804074,1.4648,,,
2011-05-27,4572.942,4561.772,4567.228,4425.763,4428.894,-144.048,-3.15,33902386,37048763813,1.3894,,,
2011-05-30,4428.894,4402.999,4427.001,4339.079,4345.048,-83.846,-1.8932,26592575,28052719748,1.0894,,,
2011-05-31,4345.048,4347.99,4444.591,4339.625,4444.276,99.228,2.2837,26472384,28524372044,1.0838,,,
2011-06-01,4444.276,4439.386,4494,4424.2,4490.892,46.616,1.0489,27467294,29745700595,1.1245,,,
2011-06-02,4490.892,4434.863,4452.534,4363.895,4429.999,-60.893,-1.3559,30385988,32797875253,1.2433,,,
2011-06-03,4429.999,4425.488,4514.305,4424.198,4506.196,76.197,1.72,26719691,29894914280,1.0852,,,
2011-06-07,4506.196,4496.959,4548.218,4490.624,4547.303,41.107,0.9122,25352427,29192307348,1.0296,,,
2011-06-08,4547.303,4542.698,4568.288,4486.645,4562.972,15.669,0.3446,29693704,33398438594,1.2046,,,
2011-06-09,4562.972,4552.066,4553.712,4456.59,4456.73,-106.242,-2.3284,30127452,33502489779,1.2213,,,
2011-06-10,4456.73,4442.511,4469.578,4383.199,4469.049,12.319,0.2764,27162727,29456674895,1.0962,,,
2011-06-13,4469.049,4439.868,4475.693,4408.064,4468.787,-0.262,-0.0059,22902974,25594244639,0.9227,,,
2011-06-14,4468.787,4466.99,4546.73,4461.534,4540.939,72.152,1.6146,29955585,33903979110,1.2045,,,
2011-06-15,4540.939,4531.363,4562.039,4498.778,4499.694,-41.245,-0.9083,29547811,33518283130,1.1858,,,
2011-06-16,4499.694,4461.257,4466.776,4396.206,4402.143,-97.551,-2.1679,27906069,30663429751,1.1198,,,
2011-06-17,4402.143,4392.983,4415.159,4332.487,4337.367,-64.776,-1.4715,22826897,25191626303,0.9143,,,
2011-06-20,4337.367,4325.604,4333.572,4251.108,4278.753,-58.614,-1.3514,21588505,23481559124,0.8617,,,
2011-06-21,4278.753,4286.358,4338.852,4269.924,4338.422,59.669,1.3945,24448657,26823923809,0.9756,,,
2011-06-22,4338.422,4341.356,4350.921,4300.643,4321.219,-17.203,-0.3965,22280879,24496084382,0.8881,,,
2011-06-23,4321.219,4307.814,4411.86,4276.729,4402.938,81.719,1.8911,29277376,33040753820,1.1634,,,
2011-06-24,4402.938,4390.09,4533.705,4381.799,4509.18,106.242,2.413,45929284,53141867590,1.8241,,,
2011-06-27,4509.18,4511.764,4578.316,4510.722,4568.189,59.009,1.3086,39164604,47102993276,1.5543,,,
2011-06-28,4568.189,4569.757,4582.624,4529.179,4574.477,6.288,0.1376,32310011,40115208713,1.2818,,,
2011-06-29,4574.477,4570.843,4583.488,4511.281,4511.545,-62.932,-1.3757,33963702,41337680569,1.3463,,,
2011-06-30,4511.545,4506.748,4585.256,4506.738,4579.332,67.787,1.5025,32737950,39545274858,1.2972,,,
2011-07-01,4579.332,4589.175,4635.248,4582.329,4604.746,25.414,0.555,38820202,44850873979,1.3538,,,
2011-07-04,4604.746,4617.952,4719.57,4617.952,4719.391,114.645,2.4897,50314794,59892749363,1.8939,,,
2011-07-05,4719.391,4722.327,4758.075,4711.168,4749.424,30.033,0.6364,46068509,56956112520,1.7325,,,
2011-07-06,4749.424,4742.166,4763.24,4705.385,4760.917,11.493,0.242,43304340,54362840502,1.6278,,,
2011-07-07,4760.917,4757.074,4813.338,4742.37,4761.452,0.535,0.0112,48503158,61550736344,1.8222,,,
2011-07-08,4761.452,4755.751,4769.55,4720.234,4756.614,-4.838,-0.1016,36410597,46150254239,1.3679,,,
2011-07-11,4756.614,4741.98,4802.445,4728.494,4799.42,42.806,0.8999,37252194,47482947146,1.3972,,,
2011-07-12,4799.42,4762.094,4771.59,4727.67,4731.118,-68.302,-1.4231,41420804,51231813529,1.5503,,,
2011-07-13,4731.118,4729.198,4825.504,4729.198,4825.419,94.301,1.9932,40235267,52157709585,1.5054,,,
2011-07-14,4825.419,4833.752,4866.241,4813.49,4866.165,40.746,0.8444,46130782,59868156607,1.722,,,
2011-07-15,4866.165,4853.755,4896.095,4842.785,4896.043,29.878,0.614,47819304,60113467942,1.7848,,,
2011-07-18,4896.043,4902.222,4919.141,4876.484,4895.26,-0.783,-0.016,48436666,61013028718,1.8074,,,
2011-07-19,4895.26,4871.677,4871.932,4822.447,4843.705,-51.555,-1.0532,41506074,52479127858,1.5488,,,
2011-07-20,4843.705,4864.276,4881.459,4801.611,4849.057,5.352,0.1105,39451114,49231211067,1.4715,,,
2011-07-21,4849.057,4846.336,4850.55,4782.397,4784.388,-64.669,-1.3336,38798971,48315272866,1.4472,,,
2011-07-22,4784.388,4791.455,4822.813,4781.41,4800.938,16.55,0.3459,33160577,41208478271,1.236,,,
2011-07-25,4800.938,4784.969,4784.969,4597.736,4613.73,-187.208,-3.8994,43504131,53033113353,1.6208,,,
2011-07-26,4613.73,4604.987,4634.315,4576.932,4633.372,19.642,0.4257,28412606,35524791348,1.0586,,,
2011-07-27,4633.372,4621.503,4716.304,4596.428,4710.379,77.007,1.662,32212386,41177212690,1.198,,,
2011-07-28,4710.379,4670.916,4685.455,4633.672,4680.898,-29.481,-0.6259,31914051,39438276994,1.1861,,,
2011-07-29,4680.898,4678.778,4694.059,4611.901,4628.32,-52.578,-1.1232,29398571,35749766484,1.0926,,,
2011-08-01,4628.32,4622.697,4665.177,4607.555,4644.462,16.142,0.3488,24982782,30911948844,0.9271,,,
2011-08-02,4644.462,4627.383,4627.383,4539.429,4610.783,-33.679,-0.7251,30586290,36411289062,1.1347,,,
2011-08-03,4610.783,4565.755,4638.64,4551.48,4625.173,14.39,0.3121,27439077,33753670193,1.018,,,
2011-08-04,4625.173,4631.416,4670.995,4631.283,4649.425,24.252,0.5243,25913441,32336769405,0.9614,,,
2011-08-05,4649.425,4504.078,4589.082,4472.615,4559.018,-90.407,-1.9445,30731410,37051059586,1.1401,,,
2011-08-08,4559.018,4494.38,4514.617,4242.869,4330.771,-228.247,-5.0065,41717504,47671234330,1.5441,,,
2011-08-09,4330.771,4199.126,4347.313,4113.01,4317.107,-13.664,-0.3155,38004498,42407588165,1.4067,,,
2011-08-10,4317.107,4389.153,4433.094,4372.641,4378.698,61.591,1.4267,38268544,44611387758,1.4161,,,
2011-08-11,4378.698,4283.237,4454.481,4270.616,4454.394,75.696,1.7287,37546218,44112403892,1.3894,,,
2011-08-12,4454.394,4483.849,4526.498,4480.118,4505.886,51.492,1.156,40382795,45582695515,1.493,,,
2011-08-15,4505.886,4514.646,4571.719,4509.628,4571.719,65.833,1.461,36169185,41582672257,1.3352,,,
2011-08-16,4571.719,4578.349,4587.138,4520.935,4533.321,-38.398,-0.8399,34803516,39678119126,1.2838,,,
2011-08-17,4533.321,4520.685,4543.879,4499.164,4513.485,-19.836,-0.4376,28101941,31574731725,1.0366,,,
2011-08-18,4513.485,4510.135,4516.036,4434.994,4436.101,-77.384,-1.7145,29525608,34011872404,1.0873,,,
2011-08-19,4436.101,4341.185,4395.602,4325.037,4395.019,-41.082,-0.9261,27429392,31323761291,1.0101,,,
2011-08-22,4395.019,4395.034,4435.302,4348.668,4363.959,-31.06,-0.7067,24476833,28476381664,0.9014,,,
2011-08-23,4363.959,4376.262,4435.208,4365.842,4434.922,70.963,1.6261,25595153,28778799103,0.9408,,,
2011-08-24,4434.922,4453.427,4474.095,4420.293,4427.978,-6.944,-0.1566,27783947,32055865665,1.0218,,,
2011-08-25,4427.978,4432.405,4520.171,4421.598,4520.171,92.193,2.0821,34114121,37996160741,1.2542,,,
2011-08-26,4520.171,4506.09,4541.465,4496.183,4530.423,10.252,0.2268,30709253,35536323303,1.129,,,
2011-08-29,4530.423,4509.894,4512.649,4481.293,4490.158,-40.265,-0.8888,30220343,36063815978,1.1094,,,
2011-08-30,4490.158,4511.253,4541.561,4450.728,4451.726,-38.432,-0.8559,31378152,35566195108,1.1519,,,
2011-08-31,4451.726,4449.678,4468.137,4386.63,4430.538,-21.188,-0.476,24421284,28252287437,0.8965,,,
2011-09-01,4430.538,4435.333,4457.048,4379.095,4395.069,-35.469,-0.8006,22801094,25315425418,0.837,,,
2011-09-02,4395.069,4387.301,4399.85,4317.64,4344.977,-50.092,-1.1397,20968771,23594982288,0.7698,,,
2011-09-05,4344.977,4305.438,4305.438,4237.444,4238.069,-106.908,-2.4605,21013431,23581468731,0.7714,,,
2011-09-06,4238.069,4205.087,4238.294,4185.796,4204.908,-33.161,-0.7825,17285960,19472179812,0.6346,,,
2011-09-07,4204.908,4221.987,4306.464,4219.85,4306.361,101.453,2.4127,23486428,26743455347,0.8622,,,
2011-09-08,4306.361,4320.53,4328.205,4260.138,4260.155,-46.206,-1.073,22323366,26309396425,0.8195,,,
2011-09-09,4260.155,4256.48,4295.103,4216.421,4233.748,-26.407,-0.6199,18182359,21252333873,0.6675,,,
2011-09-13,4233.748,4176.302,4176.882,4136.969,4164.288,-69.46,-1.6406,18062307,20773031232,0.6631,,,
2011-09-14,4164.288,4176.037,4212.294,4111.119,4212.129,47.841,1.1488,19006269,21495194717,0.6977,,,
2011-09-15,4212.129,4215.371,4249.536,4206.876,4215.5,3.371,0.08,20381224,22285381458,0.7481,,,
2011-09-16,4215.5,4229.003,4249.175,4212.293,4214.816,-0.684,-0.0162,17654278,19378096254,0.648,,,
2011-09-19,4214.816,4200.475,4200.475,4131.315,4131.885,-82.931,-1.9676,17790251,18822800402,0.653,,,
2011-09-20,4131.885,4121.035,4168.236,4101.698,4151.851,19.966,0.4832,17712033,19402482260,0.6502,,,
2011-09-21,4151.851,4150.817,4279.121,4140.343,4275.094,123.243,2.9684,30212116,33467301901,1.1077,,,
2011-09-22,4275.094,4241.42,4258.609,4151.124,4151.8,-123.294,-2.884,27491613,30429889960,1.0075,,,
2011-09-23,4151.8,4079.06,4134.224,4061.826,4117.735,-34.065,-0.8205,23245736,25226448988,0.8519,,,
2011-09-26,4117.735,4102.608,4138.349,4039.548,4051.425,-66.31,-1.6104,19744802,21132705736,0.7221,,,
2011-09-27,4051.425,4077.227,4098.021,4027.714,4068.231,16.806,0.4148,19274127,20861058500,0.7049,,,
2011-09-28,4068.231,4088.779,4099.344,3987.269,3999.782,-68.449,-1.6825,20292030,21541146549,0.742,,,
2011-09-29,3999.782,3977.135,3977.135,3868.939,3871.06,-128.722,-3.2182,22061617,22042635151,0.8067,,,
2011-09-30,3871.06,3875.023,3892.381,3818.246,3856.828,-14.232,-0.3677,16756974,16659136614,0.6127,,,
2011-10-10,3856.828,3866.855,3882.782,3822.277,3832.577,-24.251,-0.6288,13753169,13729538607,0.5028,,,
2011-10-11,3832.577,3919.441,3942.046,3778.518,3817.927,-14.65,-0.3822,20019156,20357003265,0.7317,,,
2011-10-12,3817.927,3803.959,3953.142,3768.106,3950.655,132.728,3.4764,27002030,26704928346,0.9869,,,
2011-10-13,3950.655,3943.164,4009.781,3929.828,4001.853,51.198,1.2959,28752879,28973991780,1.0509,,,
2011-10-14,4001.853,3994.733,4004.931,3948.439,3985.193,-16.66,-0.4163,22100436,22765264487,0.8077,,,
2011-10-17,3985.193,3993.749,4024.237,3974.382,3997.121,11.928,0.2993,21815065,23179075408,0.7973,,,
2011-10-18,3997.121,3974.464,3974.892,3873.373,3877.024,-120.097,-3.0046,24453869,25484033774,0.8937,,,
2011-10-19,3877.024,3882.017,3898.81,3837.237,3854.169,-22.855,-0.5895,19701815,20646765400,0.7201,,,
2011-10-20,3854.169,3841.263,3841.263,3710.95,3740.469,-113.7,-2.9501,22601144,22251405732,0.826,,,
2011-10-21,3740.469,3733.701,3743.341,3669.692,3671.695,-68.774,-1.8386,17210084,17468446903,0.629,,,
2011-10-24,3671.695,3675.716,3736.765,3605.944,3736.765,65.07,1.7722,23028722,22517379558,0.8393,,,
2011-10-25,3736.765,3735.625,3850.077,3726.246,3842.978,106.213,2.8424,32638637,32561912826,1.1891,,,
2011-10-26,3842.978,3818.236,3921.25,3808.295,3884.39,41.412,1.0776,38890214,40003645852,1.4168,,,
2011-10-27,3884.39,3890.258,3927.437,3872.904,3888.992,4.602,0.1185,33011479,32383180488,1.2016,,,
2011-10-28,3888.992,3932.852,3978.8,3918.357,3978.8,89.808,2.3093,43181068,42493336043,1.5712,,,
2011-10-31,3978.8,3975.072,4004.385,3963.274,3999.362,20.562,0.5168,36182616,37930905371,1.3159,,,
2011-11-01,3999.362,3963.37,4020.457,3950.743,3999.831,0.469,0.0117,33916985,35462163942,1.2335,,,
2011-11-02,3999.831,3937.898,4073.122,3919.688,4072.781,72.95,1.8238,42973877,45423438969,1.5624,,,
2011-11-03,4072.781,4085.502,4150.039,4085.313,4097.618,24.837,0.6098,57586450,62198879528,2.0937,,,
2011-11-04,4097.618,4115.097,4140.634,4093.924,4131.13,33.512,0.8178,42117977,44006590625,1.5313,,,
2011-11-07,4131.13,4125.02,4159.97,4107.558,4114.767,-16.363,-0.3961,32477514,33985131088,1.1808,,,
2011-11-08,4114.767,4115.769,4125.092,4049.811,4057.555,-57.212,-1.3904,30570455,31440826762,1.1114,,,
2011-11-09,4057.555,4065.198,4126.003,4025.716,4126.003,68.448,1.6869,32184225,35226762088,1.1701,,,
2011-11-10,4126.003,4080.357,4112.367,4063.747,4064.371,-61.632,-1.4937,34523680,37440704533,1.2552,,,
2011-11-11,4064.371,4069.401,4096.569,4043.757,4062.144,-2.227,-0.0548,29188801,30696087705,1.0612,,,
2011-11-14,4062.144,4092.055,4159.699,4092.055,4159.567,97.423,2.3983,35127017,38190175212,1.2769,,,
2011-11-15,4159.567,4159.16,4192.767,4153.33,4192.665,33.098,0.7957,35161439,37557787206,1.2782,,,
2011-11-16,4192.665,4194.375,4195.294,4070.9,4088.323,-104.342,-2.4887,38356677,39415694277,1.3943,,,
2011-11-17,4088.323,4086.506,4125.854,4066.119,4079.536,-8.787,-0.2149,29247853,29954118179,1.0632,,,
2011-11-18,4079.536,4054.459,4054.459,3955.063,3963.258,-116.278,-2.8503,29967177,30085063812,1.0888,,,
2011-11-21,3963.258,3956.393,3966.811,3917.031,3966.636,3.378,0.0852,20483201,20729218531,0.7442,,,
2011-11-22,3966.636,3932.5,3960.55,3902.131,3957.93,-8.706,-0.2195,20175323,20552295730,0.7331,,,
2011-11-23,3957.93,3964.142,3978.471,3932.436,3942.695,-15.235,-0.3849,20435817,21242540335,0.7423,,,
2011-11-24,3942.695,3909.388,3957.878,3880.583,3935.273,-7.422,-0.1882,21109143,21606417382,0.7668,,,
2011-11-25,3935.273,3931.095,3960.848,3899.059,3911.356,-23.917,-0.6078,19141474,20036399321,0.6948,,,
2011-11-28,3911.356,3915.999,3932.404,3885.694,3915.298,3.942,0.1008,18501073,19728503714,0.6712,,,
2011-11-29,3915.298,3945.356,3980.618,3929.02,3980.618,65.32,1.6683,22752472,25150758418,0.8254,,,
2011-11-30,3980.618,3974.726,3974.726,3776.586,3819.942,-160.676,-4.0365,30116374,30503776767,1.0926,,,
2011-12-01,3819.942,3923.165,3960.341,3885.866,3897.019,77.077,2.0178,34941884,36012451062,1.2677,,,
2011-12-02,3897.019,3878.014,3878.014,3797.284,3817.041,-79.978,-2.0523,23210191,24121569253,0.842,,,
2011-12-05,3817.041,3806.467,3807.05,3682.057,3692.227,-124.814,-3.2699,20162113,20272059887,0.7313,,,
2011-12-06,3692.227,3679.736,3704.344,3646.073,3691.804,-0.423,-0.0115,17038892,17303464895,0.6177,,,
2011-12-07,3691.804,3689.05,3718.707,3674.532,3702.103,10.299,0.279,15326574,15832822061,0.5557,,,
2011-12-08,3702.103,3695.873,3732.22,3635.547,3700.089,-2.014,-0.0544,19494263,20023526925,0.7068,,,
2011-12-09,3700.089,3672.591,3706.247,3651.698,3663.843,-36.246,-0.9796,15358366,15483300632,0.556,,,
2011-12-12,3663.843,3663.562,3675.946,3612.64,3616.087,-47.756,-1.3034,14094503,14352803717,0.5101,,,
2011-12-13,3616.087,3597.092,3597.092,3482.232,3490.4,-125.687,-3.4758,20352649,19228830664,0.7365,,,
2011-12-14,3490.4,3477.046,3505.881,3416.709,3423.474,-66.926,-1.9174,15452334,14694836156,0.5589,,,
2011-12-15,3423.474,3401.499,3401.499,3324.881,3329.575,-93.899,-2.7428,19868215,17292580166,0.7186,,,
2011-12-16,3329.575,3328.212,3427.339,3324.588,3427.214,97.639,2.9325,19225658,17451381373,0.6934,,,
2011-12-19,3427.214,3408.564,3436.632,3348.259,3434.845,7.631,0.2227,19381265,18599687311,0.6989,,,
2011-12-20,3434.845,3422.761,3474.089,3415.351,3424.448,-10.397,-0.3027,19955886,18949756723,0.7189,,,
2011-12-21,3424.448,3449.369,3463.319,3340.329,3342.401,-82.047,-2.3959,17750500,16974517111,0.6392,,,
2011-12-22,3342.401,3315.839,3331.42,3196.837,3298.724,-43.677,-1.3068,21916270,19245552202,0.7892,,,
2011-12-23,3298.724,3286.448,3357.428,3271.441,3327.394,28.67,0.8691,18996176,17194869518,0.6834,,,
2011-12-26,3327.394,3321.981,3357.362,3307.287,3308.072,-19.322,-0.5807,15476837,14116222210,0.5561,,,
2011-12-27,3308.072,3297.413,3297.413,3218.543,3224.148,-83.924,-2.5369,15874097,14406429113,0.5701,,,
2011-12-28,3224.148,3201.309,3208.908,3128.147,3207.399,-16.749,-0.5195,17440648,15681874513,0.6266,,,
2011-12-29,3207.399,3190.193,3225.004,3180.059,3207.181,-0.218,-0.0068,15220927,13700896959,0.5449,,,
2011-12-30,3207.181,3214.195,3267.65,3214.195,3266.775,59.594,1.8581,17784265,16227112368,0.6366,,,
2012-01-04,3266.775,3290.819,3300.009,3191.991,3192.234,-74.541,-2.2818,18342839,16558479313,0.5794,,,
2012-01-05,3192.234,3173.007,3173.007,3070.447,3074.368,-117.866,-3.6923,19965700,17605632545,0.6833,,,
2012-01-06,3074.368,3060.446,3087.546,3002.983,3087.546,13.178,0.4286,17818123,15411282590,0.6083,,,
2012-01-09,3087.546,3089.448,3213.055,3056.186,3212.904,125.358,4.0601,25616408,21836478130,0.8744,,,
2012-01-10,3212.904,3211.573,3345.42,3202.968,3345.391,132.487,4.1236,39387518,33770384198,1.3442,,,
2012-01-11,3345.391,3342.551,3367.402,3315.668,3346.742,1.351,0.0404,33901708,29469377268,1.157,,,
2012-01-12,3346.742,3330.897,3388.389,3323.137,3345.812,-0.93,-0.0278,29069877,25769058775,0.9921,,,
2012-01-13,3345.812,3343.527,3349.681,3210.321,3233.701,-112.111,-3.3508,28108656,25418153898,0.9593,,,
2012-01-16,3233.701,3201.011,3217.373,3130.321,3130.558,-103.143,-3.1896,18775466,16673443489,0.6404,,,
2012-01-17,3130.558,3128.514,3305.004,3110.36,3304.88,174.322,5.5684,30148504,26730971020,1.0283,,,
2012-01-18,3304.88,3310.036,3342.365,3223.986,3237.852,-67.028,-2.0282,30825517,28811474248,1.0487,,,
2012-01-19,3237.852,3230.875,3288.202,3208.054,3270.765,32.913,1.0165,22974026,21257562203,0.7816,,,
2012-01-20,3270.765,3276.481,3323.124,3267.026,3315.603,44.838,1.3709,22067349,20622243044,0.7508,,,
2012-01-30,3315.603,3326.61,3337.064,3290.536,3292.409,-23.194,-0.6995,18754385,17403931589,0.6378,,,
2012-01-31,3292.409,3284.899,3297.191,3251.42,3294.494,2.085,0.0633,18290721,16950571002,0.622,,,
2012-02-01,3294.494,3287.222,3318.367,3255.628,3266.234,-28.26,-0.8578,18236400,17016879020,0.6202,,,
2012-02-02,3266.234,3271.593,3328.249,3266.962,3328.153,61.919,1.8957,21787903,20477693617,0.7409,,,
2012-02-03,3328.153,3324.399,3390.33,3315.689,3383.05,54.897,1.6495,32168313,29174360657,1.0936,,,
2012-02-06,3383.05,3387.219,3420.002,3381.763,3412.405,29.355,0.8677,31249203,28696539601,1.0623,,,
2012-02-07,3412.405,3397.769,3397.769,3333.639,3356.838,-55.567,-1.6284,26815778,24398878465,0.9116,,,
2012-02-08,3356.838,3351.043,3445.52,3341.705,3445.52,88.682,2.6418,33521948,30900931960,1.1396,,,
2012-02-09,3445.52,3441.786,3501.398,3434.813,3469.846,24.326,0.706,43898212,38568200961,1.4923,,,
2012-02-10,3469.846,3463.967,3506.339,3459.131,3488.229,18.383,0.5298,39783192,33789986121,1.3523,,,
2012-02-13,3488.229,3458.81,3535.519,3441.33,3519.875,31.646,0.9072,38238075,34181454807,1.2998,,,
2012-02-14,3519.875,3516.609,3529.488,3493.911,3524.625,4.75,0.1349,35904825,32042248728,1.2205,,,
2012-02-15,3524.625,3518.794,3580.284,3505.364,3578.149,53.524,1.5186,43625730,38706703075,1.4829,,,
2012-02-16,3578.149,3572.321,3607.752,3540.853,3577.202,-0.947,-0.0265,43777965,38463844699,1.4881,,,
2012-02-17,3577.202,3582.513,3596.865,3530.962,3565.306,-11.896,-0.3326,32808052,29749174639,1.1152,,,
2012-02-20,3565.306,3610.74,3618.682,3573.225,3574.458,9.152,0.2567,40392597,37488623709,1.373,,,
2012-02-21,3574.458,3569.231,3618.331,3533.111,3618.302,43.844,1.2266,36803776,35274798704,1.251,,,
2012-02-22,3618.302,3617.178,3689.128,3616.108,3689.004,70.702,1.954,51791671,49097364438,1.7592,,,
2012-02-23,3689.004,3686.731,3711.117,3662.42,3700.888,11.884,0.3221,46948688,44736281821,1.5947,,,
2012-02-24,3700.888,3698.678,3757.519,3689.359,3756.825,55.937,1.5114,56589427,50490318548,1.9221,,,
2012-02-27,3756.825,3767.602,3822.26,3764.17,3764.326,7.501,0.1997,65749511,60250938700,2.2332,,,
2012-02-28,3764.326,3748.335,3761.728,3696.211,3745.58,-18.746,-0.498,49008662,45786328949,1.6637,,,
2012-02-29,3745.58,3733.629,3750.457,3691.981,3696.144,-49.436,-1.3198,40415160,38654066988,1.3763,,,
2012-03-01,3696.144,3679.04,3737.718,3675.275,3715.673,19.529,0.5284,35636810,35193210537,1.2113,,,
2012-03-02,3715.673,3719.957,3794.579,3719.957,3794.416,78.743,2.1192,46234628,43320794269,1.5738,,,
2012-03-05,3794.416,3805.676,3825.716,3793.69,3798.377,3.961,0.1044,49104517,49308631592,1.6709,,,
2012-03-06,3798.377,3786.158,3786.158,3729.604,3760.585,-37.792,-0.995,45639236,44441684246,1.553,,,
2012-03-07,3760.585,3718.765,3780.482,3707.786,3732.707,-27.878,-0.7413,42103840,40740343557,1.4333,,,
2012-03-08,3732.707,3741.479,3803.366,3741.479,3791.827,59.12,1.5838,43200053,41665571828,1.4595,,,
2012-03-09,3791.827,3802.092,3848.108,3787.906,3848.108,56.281,1.4843,44003418,45267028396,1.4865,,,
2012-03-12,3848.108,3852.605,3876.171,3839.433,3871.12,23.012,0.598,47078437,48889178975,1.5871,,,
2012-03-13,3871.12,3867.971,3910.064,3856.411,3910.064,38.944,1.006,47496368,48173800284,1.6012,,,
2012-03-14,3910.064,3924.49,3945.306,3709.093,3734.317,-175.747,-4.4947,76590775,75735358131,2.582,,,
2012-03-15,3734.317,3726.365,3754.729,3635.678,3689.014,-45.303,-1.2132,50893936,49662282921,1.7143,,,
2012-03-16,3689.014,3693.317,3786.617,3687.81,3786.617,97.603,2.6458,45535226,46476804075,1.5338,,,
2012-03-19,3786.617,3788.388,3830.024,3762.304,3829.696,43.079,1.1377,45400983,46051567853,1.5289,,,
2012-03-20,3829.696,3819.722,3819.722,3744.809,3746.284,-83.412,-2.178,41414842,40150689640,1.3936,,,
2012-03-21,3746.284,3757,3782.405,3700.494,3760.047,13.763,0.3674,40281832,40580026236,1.3579,,,
2012-03-22,3760.047,3754.873,3769.371,3720.685,3742.388,-17.659,-0.4696,33653338,32386033933,1.1345,,,
2012-03-23,3742.388,3727.146,3728.618,3652.233,3670.129,-72.259,-1.9308,32869793,32760561957,1.1075,,,
2012-03-26,3670.129,3661.391,3680.288,3635.668,3666.279,-3.85,-0.1049,24884816,24389778143,0.8382,,,
2012-03-27,3666.279,3681.741,3699.161,3648.746,3652.876,-13.403,-0.3656,26109103,26289395192,0.8794,,,
2012-03-28,3652.876,3638.767,3638.767,3483.584,3490.007,-162.869,-4.4587,36270135,33716856137,1.221,,,
