时间,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌(元),涨跌幅(%),成交量(手),成交金额(元),换手率(%),,,
2005-01-04,0,996.68,996.68,984.8,986.93,986.93,0,2323800,133000000,0,,,
2005-01-05,986.93,986.57,1008.86,985.68,1003.63,16.7,1.6921,3486100,192000000,0,,,
2005-01-06,1003.63,1003.49,1003.49,990.79,994.6,-9.03,-0.8997,2933900,163000000,0,,,
2005-01-07,994.6,993.43,1009,990.45,997.61,3.01,0.3026,3391600,191000000,0,,,
2005-01-10,997.61,996.93,1006.46,993.12,1006.34,8.73,0.8751,2949400,165000000,0,,,
2005-01-11,1006.34,1006.21,1009.5,999.86,1008.34,2,0.1987,3136100,178000000,0,,,
2005-01-12,1008.34,1008.01,1008.74,998.36,1008.62,0.28,0.0278,3196400,183000000,0,,,
2005-01-13,1008.62,1008.1,1014.84,1005.35,1013.07,4.45,0.4412,4715700,272000000,0,,,
2005-01-14,1013.07,1012.7,1019.48,999.27,1000.17,-12.9,-1.2734,4016900,228000000,0,,,
2005-01-17,1000.17,990.99,991.02,974.33,977.52,-22.65,-2.2646,4358600,242000000,0,,,
2005-01-18,977.52,977.6,991.84,974.15,991.42,13.9,1.422,4516100,252000000,0,,,
2005-01-19,991.42,991.29,991.29,981.23,986.24,-5.18,-0.5225,4255200,230000000,0,,,
2005-01-20,986.24,983.2,983.2,966.89,972.46,-13.78,-1.3972,4652000,259000000,0,,,
2005-01-21,972.46,971.5,989.72,951.43,988.52,16.06,1.6515,6185300,341000000,0,,,
2005-01-24,988.52,1009.95,1009.95,998.37,1008.18,19.66,1.9888,7323400,411000000,0,,,
2005-01-25,1008.18,1006,1006,989.95,999.55,-8.63,-0.856,4694800,265000000,0,,,
2005-01-26,999.55,997.64,997.64,985.67,987.96,-11.59,-1.1595,4113900,224000000,0,,,
2005-01-27,987.96,986.15,986.15,970.35,971.37,-16.59,-1.6792,4123200,221000000,0,,,
2005-01-28,971.37,971.37,971.94,949.11,952.41,-18.96,-1.9519,4072400,211000000,0,,,
2005-01-31,952.41,948.44,948.44,921.58,922.65,-29.76,-3.1247,4095100,206000000,0,,,
2005-02-01,922.65,919.8,929.69,911.93,913.33,-9.32,-1.0101,4199700,208000000,0,,,
2005-02-02,913.33,913.03,964.42,913.03,964.24,50.91,5.5741,6553600,352000000,0,,,
2005-02-03,964.24,963.75,967.94,944.76,945.31,-18.93,-1.9632,6371300,348000000,0,,,
2005-02-04,945.31,944.45,963.81,943.47,962.03,16.72,1.7687,5193000,287000000,0,,,
2005-02-16,962.03,967.43,979.3,965.94,972.34,10.31,1.0717,4693300,256000000,0,,,
2005-02-17,972.34,971.84,977.44,964.32,977.27,4.93,0.507,4032000,208000000,0,,,
2005-02-18,977.27,977.12,977.12,964.55,964.77,-12.5,-1.2791,4112800,213000000,0,,,
2005-02-21,964.77,965,981.89,964.47,981.82,17.05,1.7673,4765200,257000000,0,,,
2005-02-22,981.82,982.42,1008.67,980.51,1007.69,25.87,2.6349,9575800,533000000,0,,,
2005-02-23,1007.69,1008.29,1023.33,1002.8,1019.26,11.57,1.1482,10201800,582000000,0,,,
2005-02-24,1019.26,1018.29,1024.87,1012.45,1024.45,5.19,0.5092,8683200,487000000,0,,,
2005-02-25,1024.45,1024.5699,1035.47,1023.74,1024.12,-0.33,-0.0322,9650800,561000000,0,,,
2005-02-28,1024.12,1023.19,1026.04,1014.94,1020.85,-3.27,-0.3193,7028100,417000000,0,,,
2005-03-01,1020.85,1020.6,1023.96,1011.56,1021.16,0.31,0.0304,6675600,380000000,0,,,
2005-03-02,1021.16,1021.36,1028.33,1005.34,1006.15,-15.01,-1.4699,7458000,420000000,0,,,
2005-03-03,1006.15,1004.1,1011.7,996.36,1011.29,5.14,0.5109,5372500,299000000,0,,,
2005-03-04,1011.29,1011.2,1012.67,1001.85,1003.21,-8.08,-0.799,4525200,255000000,0,,,
2005-03-07,1003.21,1004.34,1008.36,1001.86,1006.95,3.74,0.3728,4475100,260000000,0,,,
2005-03-08,1006.95,1007.68,1029.46,1007.68,1029.46,22.51,2.2355,7187000,450000000,0,,,
2005-03-09,1029.46,1031.6,1034.62,1024.89,1032.55,3.09,0.3002,8257800,501000000,0,,,
2005-03-10,1032.55,1032.27,1032.27,1002.42,1005.55,-27,-2.6149,7106000,426000000,0,,,
2005-03-11,1005.55,1003.78,1010.86,999.11,1009.43,3.88,0.3859,5955300,368000000,0,,,
2005-03-14,1009.43,1009.18,1016.54,991.06,1007.77,-1.66,-0.1644,7550500,484000000,0,,,
2005-03-15,1007.77,1007.89,1007.89,992.02,993.83,-13.94,-1.3833,6499600,405000000,0,,,
2005-03-16,993.83,992.64,992.64,977.13,983.92,-9.91,-0.9972,5312000,320000000,0,,,
2005-03-17,983.92,983.11,984.25,970.34,970.97,-12.95,-1.3162,5313300,318000000,0,,,
2005-03-18,970.97,969.12,973.1,945.6,949.51,-21.46,-2.2102,5393900,312000000,0,,,
2005-03-21,949.51,947.57,952.76,940.09,949.55,0.04,0.0042,4192200,250000000,0,,,
2005-03-22,949.55,948.78,949.07,918.09,922.56,-26.99,-2.8424,5795000,328000000,0,,,
2005-03-23,922.56,921.07,937.68,914.54,923.19,0.63,0.0683,5290300,312000000,0,,,
2005-03-24,923.19,922.18,933.92,914.65,933.35,10.16,1.1005,4319200,251000000,0,,,
2005-03-25,933.35,933.17,936.13,927.18,931.42,-1.93,-0.2068,4189800,227000000,0,,,
2005-03-28,931.42,930.17,930.17,909.17,922.92,-8.5,-0.9126,4019600,216000000,0,,,
2005-03-29,922.92,922.66,929.46,916.65,916.81,-6.11,-0.662,3698600,200000000,0,,,
2005-03-30,916.81,915.09,915.09,887.98,888.95,-27.86,-3.0388,4689500,246000000,0,,,
2005-03-31,888.95,887.07,896.41,880.88,896.07,7.12,0.8009,4125600,204000000,0,,,
2005-04-01,896.07,895.23,934.55,884.63,927.55,31.48,3.5131,6921800,367000000,0,,,
2005-04-04,927.55,919.14,920.62,904.62,909.87,-17.68,-1.9061,5333800,289000000,0,,,
2005-04-05,909.87,908.19,912.38,899.8,901.74,-8.13,-0.8935,4572500,239000000,0,,,
2005-04-06,901.74,901.74,921.64,893.03,918.56,16.82,1.8653,6805000,383000000,0,,,
2005-04-07,918.56,919.24,945.57,917.63,932.33,13.77,1.4991,9540200,535000000,0,,,
2005-04-08,932.33,931.77,949.47,928.06,949.46,17.13,1.8373,7997400,436000000,0,,,
2005-04-11,949.46,949.85,957.34,943.72,948.51,-0.95,-0.1001,8688200,474000000,0,,,
2005-04-12,948.51,947.12,947.12,927.11,927.41,-21.1,-2.2245,6040000,325000000,0,,,
2005-04-13,927.41,932.31,951.2,932.31,950.23,22.82,2.4606,8141100,449000000,0,,,
2005-04-14,950.23,952.54,954.14,934.13,935.43,-14.8,-1.5575,6983700,380000000,0,,,
2005-04-15,935.43,931.67,931.67,911.32,913.27,-22.16,-2.369,6661600,346000000,0,,,
2005-04-18,913.27,910.89,910.89,895.28,901.12,-12.15,-1.3304,5003300,258000000,0,,,
2005-04-19,901.12,899.93,905.05,893.29,902.79,1.67,0.1853,4798600,243000000,0,,,
2005-04-20,902.79,902.22,902.22,880.93,884.08,-18.71,-2.0725,5321700,260000000,0,,,
2005-04-21,884.08,881.68,886.44,863.14,867.33,-16.75,-1.8946,6250300,314000000,0,,,
2005-04-22,867.33,865.82,870.01,851.34,857.4,-9.93,-1.1449,6224900,314000000,0,,,
2005-04-25,857.4,846.14,847.81,829.55,841.06,-16.34,-1.9058,5819900,287000000,0,,,
2005-04-26,841.06,839.25,858.11,835.86,855.24,14.18,1.686,6200000,292000000,0,,,
2005-04-27,855.24,857.95,857.95,839.56,839.95,-15.29,-1.7878,5943700,298000000,0,,,
2005-04-28,839.95,837.38,863.45,825.51,860.62,20.67,2.4609,7643100,377000000,0,,,
2005-04-29,860.62,860.39,860.39,845.44,847.61,-13.01,-1.5117,6013700,290000000,0,,,
2005-05-09,847.61,848.09,851.21,818.11,818.4,-29.21,-3.4462,4206100,207000000,0,,,
2005-05-10,818.4,814.77,818.5,791.1,818.09,-0.31,-0.0379,4946900,237000000,0,,,
2005-05-11,818.09,816.82,822.77,809.58,811.57,-6.52,-0.797,4637600,228000000,0,,,
2005-05-12,811.57,810.16,814.89,799.82,807.51,-4.06,-0.5003,4597100,222000000,0,,,
2005-05-13,807.51,806.73,819.42,801.87,814.88,7.37,0.9127,5197500,240000000,0,,,
2005-05-16,814.88,814.06,814.06,802.82,808.17,-6.71,-0.8234,4537500,201000000,0,,,
2005-05-17,808.17,806.81,821.05,803.42,818.46,10.29,1.2732,4955100,218000000,0,,,
2005-05-18,818.46,818.12,824.77,811.04,824.64,6.18,0.7551,4558100,198000000,0,,,
2005-05-19,824.64,824.83,828.58,814.15,824.94,0.3,0.0364,4776300,217000000,0,,,
2005-05-20,824.94,824.57,828.08,818.37,819.13,-5.81,-0.7043,4327500,195000000,0,,,
2005-05-23,819.13,816.2,816.2,793.05,793.72,-25.41,-3.1021,4312700,180000000,0,,,
2005-05-24,793.72,791.13,811.67,788.82,808.74,15.02,1.8924,4695300,198000000,0,,,
2005-05-25,808.74,808.52,817.67,803.94,809.7,0.96,0.1187,5294500,221000000,0,,,
2005-05-26,809.7,808.66,812.69,795.43,799.02,-10.68,-1.319,4838800,210000000,0,,,
2005-05-27,799.02,797.18,806.25,789.86,791,-8.02,-1.0037,4167600,182000000,0,,,
2005-05-30,791,788.64,799.4,783.85,797.53,6.53,0.8255,3848700,163000000,0,,,
2005-05-31,797.53,798.33,802.04,793.88,796.87,-0.66,-0.0828,4299700,177000000,0,,,
2005-06-01,796.87,795.82,795.82,774.35,778.67,-18.2,-2.2839,4648700,192000000,0,,,
2005-06-02,778.67,777.47,779.23,764.15,769.42,-9.25,-1.1879,4950600,210000000,0,,,
2005-06-03,769.42,767.67,772.83,755.26,765.97,-3.45,-0.4484,4586300,184000000,0,,,
2005-06-06,765.97,764.66,778.4,751.32,778.21,12.24,1.598,4763500,197000000,0,,,
2005-06-07,778.21,779.72,795.42,776.12,779.84,1.63,0.2095,7087300,312000000,0,,,
2005-06-08,779.84,782.01,845.06,782.01,841.36,61.52,7.8888,14973500,661000000,0,,,
2005-06-09,841.36,840.23,858.75,829.28,849.73,8.37,0.9948,15311500,708000000,0,,,
2005-06-10,849.73,850.02,850.02,827.75,831.61,-18.12,-2.1324,10035900,462000000,0,,,
2005-06-13,831.61,830.8,837.38,818.58,834.25,2.64,0.3175,6894800,314000000,0,,,
2005-06-14,834.25,835.35,841.33,817.53,818.19,-16.06,-1.9251,7401600,321000000,0,,,
2005-06-15,818.19,815.73,815.73,794.85,796.26,-21.93,-2.6803,5884500,261000000,0,,,
2005-06-16,796.26,795.76,804.04,786.01,803.95,7.69,0.9658,5514500,246000000,0,,,
2005-06-17,803.95,805.75,809.58,796.89,800.14,-3.81,-0.4739,5478500,254000000,0,,,
2005-06-20,800.14,799.47,823.91,786.43,823.73,23.59,2.9482,7966500,370000000,0,,,
2005-06-21,823.73,823.54,824.04,813.28,816.2,-7.53,-0.9141,6385100,293000000,0,,,
2005-06-22,816.2,814.91,819.49,808.77,818.65,2.45,0.3002,4992700,223000000,0,,,
2005-06-23,818.65,818.19,821.46,808.56,809.35,-9.3,-1.136,5246700,237000000,0,,,
2005-06-24,809.35,807.68,813.28,802.49,813.2,3.85,0.4757,4276800,187000000,0,,,
2005-06-27,813.2,817.28,838.42,817.28,834.35,21.15,2.6008,9281000,445000000,0,,,
2005-06-28,834.35,832.16,832.16,817.29,819.05,-15.3,-1.8338,5747800,268000000,0,,,
2005-06-29,819.05,818.09,821.08,813.08,814.06,-4.99,-0.6092,5149900,240000000,0,,,
2005-06-30,814.06,813.15,813.15,790.76,791.5,-22.56,-2.7713,5354700,249000000,0,,,
2005-07-01,791.5,789.18,789.18,758.71,760.35,-31.15,-3.9356,6469100,280000000,0,,,
2005-07-04,760.35,756.03,756.03,732.86,749.48,-10.87,-1.4296,5909700,246000000,0,,,
2005-07-05,749.48,747.89,752.77,739.62,744.6,-4.88,-0.6511,4391500,196000000,0,,,
2005-07-06,744.6,744.8,750.3,738.38,743.44,-1.16,-0.1558,4280200,185000000,0,,,
2005-07-07,743.44,743.32,751.13,740.49,747.42,3.98,0.5353,3925100,169000000,0,,,
2005-07-08,747.42,746.29,746.29,722.28,722.85,-24.57,-3.2873,5099600,207000000,0,,,
2005-07-11,722.85,725.64,742.95,712.97,714.48,-8.37,-1.1579,5045500,212000000,0,,,
2005-07-12,714.48,712.31,740.59,708.99,739.53,25.05,3.506,6903300,293000000,0,,,
2005-07-13,739.53,738.61,738.74,729.59,732.44,-7.09,-0.9587,5718500,253000000,0,,,
2005-07-14,732.44,732.01,740.05,729.27,732.54,0.1,0.0137,5236400,224000000,0,,,
2005-07-15,732.54,732.67,736.41,712.44,714.49,-18.05,-2.464,5942100,238000000,0,,,
2005-07-18,714.49,712.32,712.32,694.85,696.85,-17.64,-2.4689,4817900,187000000,0,,,
2005-07-19,696.85,695.77,705.08,692.7,703.07,6.22,0.8926,4185200,167000000,0,,,
2005-07-20,703.07,703.17,711.01,699.19,707.29,4.22,0.6002,4243000,177000000,0,,,
2005-07-21,707.29,707.05,707.94,695.38,704.79,-2.5,-0.3535,4746000,195000000,0,,,
2005-07-22,704.79,704.61,728.52,704.23,721.45,16.66,2.3638,9508600,388000000,0,,,
2005-07-25,721.45,720.61,720.99,714.68,718.87,-2.58,-0.3576,5771000,243000000,0,,,
2005-07-26,718.87,718.62,736.72,718.6,735.86,16.99,2.3634,9191400,377000000,0,,,
2005-07-27,735.86,736.29,750.09,731.08,750.02,14.16,1.9243,9472500,388000000,0,,,
2005-07-28,750.02,750.4,755.94,744.02,747.23,-2.79,-0.372,10747200,437000000,0,,,
2005-07-29,747.23,746.59,748.38,739.4,744.83,-2.4,-0.3212,7057000,282000000,0,,,
2005-08-01,744.83,744.77,751.05,742.9,750.49,5.66,0.7599,6317900,256000000,0,,,
2005-08-02,750.49,750.96,763.29,746.82,763.29,12.8,1.7056,8902200,355000000,0,,,
2005-08-03,763.29,764.94,781.03,763.87,769.75,6.46,0.8463,14083600,555000000,0,,,
2005-08-04,769.75,767.57,769.34,761.36,765.26,-4.49,-0.5833,8661800,363000000,0,,,
2005-08-05,765.26,765.39,787.93,765.39,787.82,22.56,2.948,12490300,553000000,0,,,
2005-08-08,787.82,792.4,805.6,790.18,800.12,12.3,1.5613,15361400,700000000,0,,,
2005-08-09,800.12,800.84,814.26,794.18,814.19,14.07,1.7585,14016400,610000000,0,,,
2005-08-10,814.19,814.76,823.99,804.52,823.84,9.65,1.1852,15201100,658000000,0,,,
2005-08-11,823.84,823.72,833.68,820.29,832.84,9,1.0924,16463300,729000000,0,,,
2005-08-12,832.84,833.46,839.52,811.38,816.39,-16.45,-1.9752,17643100,782000000,0,,,
2005-08-15,816.39,814.84,839.68,814.56,839.67,23.28,2.8516,12625300,591000000,0,,,
2005-08-16,839.67,841.32,846.66,830.73,839.26,-0.41,-0.0488,15515900,721000000,0,,,
2005-08-17,839.26,837.9,854.61,823.44,854.53,15.27,1.8195,16792400,751000000,0,,,
2005-08-18,854.53,855.88,865.69,819.88,820.66,-33.87,-3.9636,21332100,956000000,0,,,
2005-08-19,820.66,816.96,828.12,803.28,820.87,0.21,0.0256,13860500,615000000,0,,,
2005-08-22,820.87,819.48,833.27,817.17,831.5,10.63,1.295,9724400,416000000,0,,,
2005-08-23,831.5,830.74,830.74,809.46,816.91,-14.59,-1.7547,9183900,397000000,0,,,
2005-08-24,816.91,816.74,826.73,816.61,826.72,9.81,1.2009,8841100,384000000,0,,,
2005-08-25,826.72,827.01,836.58,821.58,836.42,9.7,1.1733,10375800,447000000,0,,,
2005-08-26,836.42,837.41,842.3,830.58,840.43,4.01,0.4794,11880800,507000000,0,,,
2005-08-29,840.43,839.31,840.04,826.36,832.25,-8.18,-0.9733,10782600,452000000,0,,,
2005-08-30,832.25,831.49,834.21,827.09,827.55,-4.7,-0.5647,9242000,404000000,0,,,
2005-08-31,827.55,827.23,845.15,822.17,845.14,17.59,2.1256,11349900,492000000,0,,,
2005-09-01,845.14,845.93,865.41,842.81,865.41,20.27,2.3984,17034100,744000000,0,,,
2005-09-02,865.41,866.55,874.16,861.48,872.49,7.08,0.8181,15365500,686000000,0,,,
2005-09-05,872.49,873.86,884.4,871.88,884.29,11.8,1.3525,12504200,569000000,0,,,
2005-09-06,884.29,885.36,892.22,860.36,862.49,-21.8,-2.4653,17050900,768000000,0,,,
2005-09-07,862.49,860.38,888.18,857.76,888.13,25.64,2.9728,13957600,643000000,0,,,
2005-09-08,888.13,890.19,894.74,878.28,889.69,1.56,0.1756,14699200,687000000,0,,,
2005-09-09,889.69,889.55,893.83,875.61,879.5,-10.19,-1.1453,10399500,492000000,0,,,
2005-09-12,879.5,878.73,883.56,874.77,883.56,4.06,0.4616,7656500,354000000,0,,,
2005-09-13,883.56,884.25,904.31,883.46,904.31,20.75,2.3485,12496300,586000000,0,,,
2005-09-14,904.31,906.21,915.13,902.56,914.98,10.67,1.1799,16597300,782000000,0,,,
2005-09-15,914.98,914.91,920.95,910.77,918.51,3.53,0.3858,13582400,649000000,0,,,
2005-09-16,918.51,918.26,918.8,910.84,917.64,-0.87,-0.0947,10961500,525000000,0,,,
2005-09-19,917.64,918.13,930.59,915.93,930.49,12.85,1.4003,12056200,569000000,0,,,
2005-09-20,930.49,931.88,931.89,915.14,924.16,-6.33,-0.6803,15747600,766000000,0,,,
2005-09-21,924.16,921.92,922.18,908.98,909.79,-14.37,-1.5549,15603100,723000000,0,,,
2005-09-22,909.79,906.05,907.29,866.95,880.01,-29.78,-3.2733,14408300,667000000,0,,,
2005-09-23,880.01,876.31,883.54,868.16,868.55,-11.46,-1.3023,9799800,468000000,0,,,
2005-09-26,868.55,867.22,875.03,862.19,874.84,6.29,0.7242,6965700,339000000,0,,,
2005-09-27,874.84,875.1,877.66,856.5,856.96,-17.88,-2.0438,8805900,422000000,0,,,
2005-09-28,856.96,855.8,863.81,849.89,852.36,-4.6,-0.5368,7510800,356000000,0,,,
2005-09-29,852.36,852.04,871.49,852.04,871.29,18.93,2.2209,8835400,426000000,0,,,
2005-09-30,871.29,871.23,873.11,866.83,869.51,-1.78,-0.2043,7530000,372000000,0,,,
2005-10-10,869.51,870.05,870.05,857.97,858.75,-10.76,-1.2375,6119500,295000000,0,,,
2005-10-11,858.75,857.64,878.69,854.27,878.62,19.87,2.3138,7635300,380000000,0,,,
2005-10-12,878.62,879.05,891.86,874.98,887.71,9.09,1.0346,9459200,485000000,0,,,
2005-10-13,887.71,888.3,890.86,881.23,883.45,-4.26,-0.4799,8287000,425000000,0,,,
2005-10-14,883.45,882.87,883.84,873.46,876.05,-7.4,-0.8376,7954100,396000000,0,,,
2005-10-17,876.05,874.85,878.89,868.46,878.76,2.71,0.3093,7687900,378000000,0,,,
2005-10-18,878.76,878.78,893.98,878.45,893.7,14.94,1.7001,9716200,493000000,0,,,
2005-10-19,893.7,893.47,900.68,884.99,886.31,-7.39,-0.8269,9843600,472000000,0,,,
2005-10-20,886.31,885.34,886.84,872.48,886.55,0.24,0.0271,9521900,483000000,0,,,
2005-10-21,886.55,886.43,898.25,885.28,895.03,8.48,0.9565,10024900,502000000,0,,,
2005-10-24,895.03,895.43,899.44,891.96,897.76,2.73,0.305,8789400,421000000,0,,,
2005-10-25,897.76,896.69,896.69,877.54,877.58,-20.18,-2.2478,8677000,408000000,0,,,
2005-10-26,877.58,875.54,876.41,853.6,854.03,-23.55,-2.6835,9382000,439000000,0,,,
2005-10-27,854.03,851.08,856.97,841.86,847.59,-6.44,-0.7541,8103900,375000000,0,,,
2005-10-28,847.59,846.7,850.91,814.12,825.06,-22.53,-2.6581,8669000,398000000,0,,,
2005-10-31,825.06,823.23,831.18,819.36,828.66,3.6,0.4363,6492600,296000000,0,,,
2005-11-01,828.66,827.89,827.89,808.4,823.33,-5.33,-0.6432,6944200,313000000,0,,,
2005-11-02,823.33,823.21,843.15,823.21,840.32,16.99,2.0636,9096000,404000000,0,,,
2005-11-03,840.32,839.86,842.52,826.12,828.91,-11.41,-1.3578,7559600,343000000,0,,,
2005-11-04,828.91,828.04,835.22,820.9,835.12,6.21,0.7492,6449600,310000000,0,,,
2005-11-07,835.12,835.06,842.06,829.74,842,6.88,0.8238,6133000,282000000,0,,,
2005-11-08,842,841.93,849.11,835.81,848.97,6.97,0.8278,7297800,330000000,0,,,
2005-11-09,848.97,848.74,852.03,844.76,845.11,-3.86,-0.4547,7612700,357000000,0,,,
2005-11-10,845.11,843.62,843.62,820.64,821.27,-23.84,-2.8209,8439600,391000000,0,,,
2005-11-11,821.27,818.72,828.39,814.72,823.96,2.69,0.3275,6380100,281000000,0,,,
2005-11-14,823.96,821.78,827.58,819.19,827.57,3.61,0.4381,4468400,192000000,0,,,
2005-11-15,827.57,827.52,832.99,816.79,820.49,-7.08,-0.8555,5871600,262000000,0,,,
2005-11-16,820.49,820.07,826.69,808.21,826.69,6.2,0.7556,5542200,234000000,0,,,
2005-11-17,826.69,827.22,830.37,823,825.8,-0.89,-0.1077,5533800,237000000,0,,,
2005-11-18,825.8,824.8,845.7,824.36,843.74,17.94,2.1724,9690800,423000000,0,,,
2005-11-21,843.74,844.63,849.3,842.44,846.96,3.22,0.3816,6608700,288000000,0,,,
2005-11-22,846.96,847.18,847.45,831.37,831.77,-15.19,-1.7935,6275100,281000000,0,,,
2005-11-23,831.77,831.7,838.56,828.07,838.12,6.35,0.7634,4940400,223000000,0,,,
2005-11-24,838.12,837.68,843.96,836.86,841.7,3.58,0.4271,5531200,248000000,0,,,
2005-11-25,841.7,841.71,841.78,836.44,841.13,-0.57,-0.0677,4849500,216000000,0,,,
2005-11-28,841.13,841.21,841.88,835.05,838.34,-2.79,-0.3317,4591300,215000000,0,,,
2005-11-29,838.34,839.25,839.25,826.44,827.01,-11.33,-1.3515,4499600,206000000,0,,,
2005-11-30,827.01,826.34,829.7,821.67,829.5,2.49,0.3011,4805200,229000000,0,,,
2005-12-01,829.5,829.34,832.12,824.28,828.19,-1.31,-0.1579,3927200,186000000,0,,,
2005-12-02,828.19,827.15,827.91,816.42,817.86,-10.33,-1.2473,4399100,193000000,0,,,
2005-12-05,817.86,819.79,819.79,796.34,796.93,-20.93,-2.5591,4895400,213000000,0,,,
2005-12-06,796.93,795.11,800.58,792.11,798.88,1.95,0.2447,3727800,163000000,0,,,
2005-12-07,798.88,800.18,806.89,798.29,806.78,7.9,0.9889,3755400,170000000,0,,,
2005-12-08,806.78,807.41,808.9,801.19,805.56,-1.22,-0.1512,3897000,175000000,0,,,
2005-12-09,805.56,805.52,819.53,803.81,819.2,13.64,1.6932,5563500,252000000,0,,,
2005-12-12,819.2,820.11,825.61,817.93,824.52,5.32,0.6494,5468300,251000000,0,,,
2005-12-13,824.52,824.63,824.96,815.35,824.86,0.34,0.0412,4917400,227000000,0,,,
2005-12-14,824.86,824.86,833.47,819.53,832.51,7.65,0.9274,5933900,265000000,0,,,
2005-12-15,832.51,833.47,837.48,826.61,827.54,-4.97,-0.597,6089500,288000000,0,,,
2005-12-16,827.54,827.16,834.66,824.52,834.54,7,0.8459,5199500,246000000,0,,,
2005-12-19,834.54,834.96,836.47,831.98,834.71,0.17,0.0204,4859600,221000000,0,,,
2005-12-20,834.71,834.89,836.28,829.36,836.12,1.41,0.1689,4454200,203000000,0,,,
2005-12-21,836.12,836.63,838.14,829.19,830.77,-5.35,-0.6399,5205700,229000000,0,,,
2005-12-22,830.77,830.45,835.56,828.32,835.5,4.73,0.5694,5080700,236000000,0,,,
2005-12-23,835.5,835.77,845.63,835.54,845.59,10.09,1.2077,6446100,300000000,0,,,
2005-12-26,845.59,846.93,855.13,846.8,853.17,7.58,0.8964,7860400,367000000,0,,,
2005-12-27,853.17,854.75,855.97,849.48,854.53,1.36,0.1594,6528900,311000000,0,,,
2005-12-28,854.53,854.64,857.26,852.22,857.21,2.68,0.3136,5615700,273000000,0,,,
2005-12-29,857.21,858.41,866.78,858.41,866.75,9.54,1.1129,8617100,422000000,0,,,
2005-12-30,866.75,868.44,869.26,857.71,860.13,-6.62,-0.7638,7552300,393000000,0,,,
2006-01-04,860.13,860.04,871.96,859.31,871.73,11.6,1.3486,8039000,400000000,0,,,
2006-01-05,871.73,872.09,882.81,871.6,882.73,11,1.2619,10885800,521000000,0,,,
2006-01-06,882.73,884.92,896.06,879.18,891.94,9.21,1.0434,13370200,645000000,0,,,
2006-01-09,891.94,893.53,905.43,892.21,905.07,13.13,1.4721,12361300,603000000,0,,,
2006-01-10,905.07,907.64,911.29,898.73,911.19,6.12,0.6762,11200100,531000000,0,,,
2006-01-11,911.19,910.76,915.02,901.4,906.5,-4.69,-0.5147,12953100,619000000,0,,,
2006-01-12,906.5,906.94,927.42,905.43,927.42,20.92,2.3078,14024600,657000000,0,,,
2006-01-13,927.42,930.3,935.53,924.55,932.5,5.08,0.5478,14459400,672000000,0,,,
2006-01-16,932.5,933.22,935.53,919.92,920.33,-12.17,-1.3051,12592100,603000000,0,,,
2006-01-17,920.33,918.52,922.68,914.38,919.28,-1.05,-0.1141,8918300,438000000,0,,,
2006-01-18,919.28,920.06,939.22,919.63,939.14,19.86,2.1604,11474800,557000000,0,,,
2006-01-19,939.14,941.17,950.04,935.76,949.91,10.77,1.1468,13989200,666000000,0,,,
2006-01-20,949.91,950.63,954.65,943.12,952.77,2.86,0.3011,14779200,727000000,0,,,
2006-01-23,952.77,955.09,962.08,946.6,961.07,8.3,0.8711,14125700,687000000,0,,,
2006-01-24,961.07,961.65,969.43,956.98,960.35,-0.72,-0.0749,14103800,709000000,0,,,
2006-01-25,960.35,960.03,963.74,947.3,957.79,-2.56,-0.2666,12817100,643000000,0,,,
2006-02-06,957.79,961.03,980.99,960.32,980.91,23.12,2.4139,12923100,649000000,0,,,
2006-02-07,980.91,983.34,989.7,970.31,981.57,0.66,0.0673,17016900,873000000,0,,,
2006-02-08,981.57,979.15,983.04,970.41,982.94,1.37,0.1396,13588600,672000000,0,,,
2006-02-09,982.94,982.18,982.18,967.31,969.58,-13.36,-1.3592,11835000,577000000,0,,,
2006-02-10,969.58,971.25,980.8,970.83,980.8,11.22,1.1572,11797200,578000000,0,,,
2006-02-13,980.8,981.63,981.71,967.13,977.4,-3.4,-0.3467,11393700,562000000,0,,,
2006-02-14,977.4,977.28,986.06,976.16,986.06,8.66,0.886,10447600,513000000,0,,,
2006-02-15,986.06,987.09,990.49,982.03,986.16,0.1,0.0101,12322000,592000000,0,,,
2006-02-16,986.16,986.33,986.33,958.18,958.59,-27.57,-2.7957,14477500,689000000,0,,,
2006-02-17,958.59,961.25,962.5,949.43,949.99,-8.6,-0.8972,11246000,539000000,0,,,
2006-02-20,949.99,949.03,952.42,942.71,943.77,-6.22,-0.6547,9821600,463000000,0,,,
2006-02-21,943.77,943.11,960.09,933.37,960.02,16.25,1.7218,10166800,463000000,0,,,
2006-02-22,960.02,960.1,967.61,957.66,959.95,-0.07,-0.0073,10339400,475000000,0,,,
2006-02-23,959.95,959.13,960.67,946.88,958.72,-1.23,-0.1281,9184000,414000000,0,,,
2006-02-24,958.72,959.34,967.29,958.38,967.16,8.44,0.8803,10007100,466000000,0,,,
2006-02-27,967.16,968.21,969.34,959.45,963.38,-3.78,-0.3908,9025500,405000000,0,,,
2006-02-28,963.38,962.52,964.95,947.87,964.73,1.35,0.1401,8702300,388000000,0,,,
2006-03-01,964.73,966.84,972.25,963.24,972.07,7.34,0.7608,9658400,442000000,0,,,
2006-03-02,972.07,972.15,972.15,950.38,953.37,-18.7,-1.9237,11407700,530000000,0,,,
