0.9	0.770370362533	0.819694864188
1.0	0.758024683061	0.816366154334
1.1	0.758024683889	0.820110953352
1.2	0.755555548326	0.815395280874
1.3	0.765432090395	0.819694864715
1.4	0.772839498097	0.825658803354
1.5	0.76049381936	0.822052700437
1.6	0.761728385808	0.822052700654
1.7	0.775308633752	0.825936196292
1.8	0.753086410647	0.82094313071
1.9	0.777777769407	0.82052704199
2.0	0.746913574636	0.819001383108
2.1	0.751851844291	0.824133144131
2.2	0.765432090763	0.819694864343
2.3	0.753086412119	0.812482659296
2.4	0.749382708268	0.808183075331
2.5	0.759259251441	0.810957000455
2.6	0.753086411751	0.805825238771
2.7	0.737037028244	0.794452145634
2.8	0.753086412854	0.794036057482
2.9	0.745679003681	0.780027735891
