100	0.64999999851	0.773076920816
200	0.751612901688	0.826007003594
300	0.760869562788	0.825233643474
400	0.806557372945	0.846143731624
500	0.813157891757	0.851016828511
600	0.804395600335	0.850467561016
700	0.81509433743	0.855861721609
800	0.812809915089	0.857387109213
900	0.814705880688	0.858534682507
1000	0.816225164379	0.858312870937
1100	0.817168672042	0.859470661506
1200	0.813535910326	0.856869334762
1300	0.803061223038	0.845979491304
1400	0.822985780889	0.860260584657
1500	0.821902653021	0.862160896309
1600	0.822821575576	0.862212232375
1700	0.823242186452	0.86332026243
1800	0.823800736908	0.862814264525
1900	0.824650348483	0.863580131254
2000	0.828405314605	0.864234343179
2100	0.820569620102	0.861919477174
2200	0.824169183842	0.86429596387
2300	0.826589594105	0.86446766151
2400	0.826315789094	0.864303462664
