,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,2002-01-04,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
1,2002-01-07,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
2,2002-01-08,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
3,2002-01-09,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
4,2002-01-10,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
5,2002-01-11,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
6,2002-01-14,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
7,2002-01-15,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
8,2002-01-16,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
9,2002-01-17,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
10,2002-01-18,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
11,2002-01-21,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
12,2002-01-22,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
13,2002-01-23,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
14,2002-01-24,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
15,2002-01-25,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
16,2002-01-28,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
17,2002-01-29,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
18,2002-01-30,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
19,2002-01-31,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.0,-2.0,-4.2,96.95,9.5,13.1,6.0,6.0,"2,174.00 ",76.7,94.93,100.72,90.86,113.1,114.7,111.9,0.479
20,2002-02-01,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
21,2002-02-04,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
22,2002-02-05,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
23,2002-02-06,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
24,2002-02-07,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
25,2002-02-08,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
26,2002-02-25,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
27,2002-02-26,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
28,2002-02-27,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
29,2002-02-28,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,0.0,-1.1,-4.2,97.31,10.9,13.0,6.0,6.0,"2,235.31 ",76.7,95.01,100.75,90.97,113.3,114.6,112.3,0.479
30,2002-03-01,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
31,2002-03-04,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
32,2002-03-05,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
33,2002-03-06,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
34,2002-03-07,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
35,2002-03-08,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
36,2002-03-11,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
37,2002-03-12,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
38,2002-03-13,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
39,2002-03-14,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
40,2002-03-15,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
41,2002-03-18,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
42,2002-03-19,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
43,2002-03-20,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
44,2002-03-21,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
45,2002-03-22,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
46,2002-03-25,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
47,2002-03-26,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
48,2002-03-27,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
49,2002-03-28,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
50,2002-03-29,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-1.8,-4.0,96.64,10.1,14.4,6.0,6.0,"2,276.05 ",76.7,95.45,100.67,91.02,113.4,115.1,112.0,0.479
51,2002-04-01,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
52,2002-04-02,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
53,2002-04-03,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
54,2002-04-04,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
55,2002-04-05,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
56,2002-04-08,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
57,2002-04-09,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
58,2002-04-10,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
59,2002-04-11,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
60,2002-04-12,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
61,2002-04-15,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
62,2002-04-16,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
63,2002-04-17,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
64,2002-04-18,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
65,2002-04-19,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
66,2002-04-22,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
67,2002-04-23,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
68,2002-04-24,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
69,2002-04-25,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
70,2002-04-26,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
71,2002-04-29,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
72,2002-04-30,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.3,-2.1,-3.06,96.64,11.5,14.1,6.0,6.0,"2,338.24 ",82.7,96.54,100.71,91.21,113.3,115.1,111.7,0.479
73,2002-05-08,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
74,2002-05-09,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
75,2002-05-10,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
76,2002-05-13,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
77,2002-05-14,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
78,2002-05-15,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
79,2002-05-16,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
80,2002-05-17,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
81,2002-05-20,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
82,2002-05-21,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
83,2002-05-22,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
84,2002-05-23,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
85,2002-05-24,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
86,2002-05-27,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
87,2002-05-28,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
88,2002-05-29,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
89,2002-05-30,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
90,2002-05-31,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-1.1,-1.8,-2.63,97.17,14.6,14.0,6.0,6.0,"2,384.73 ",85.3,96.98,100.82,91.18,113.3,115.2,112.1,0.479
91,2002-06-03,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-0.8,-2.5,97.6,12.8,14.7,6.0,6.0,"2,427.63 ",85.3,97.19,101.02,91.32,113.5,115.6,112.2,0.479
92,2002-06-04,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-0.8,-2.5,97.6,12.8,14.7,6.0,6.0,"2,427.63 ",85.3,97.19,101.02,91.32,113.5,115.6,112.2,0.479
93,2002-06-05,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-0.8,-2.5,97.6,12.8,14.7,6.0,6.0,"2,427.63 ",85.3,97.19,101.02,91.32,113.5,115.6,112.2,0.479
94,2002-06-06,10.2,16.5,6.18,7.5,25.0,21.0,19.0,19.0,205.0,18.42,13.8,"6,437.63 ",2.33,5.33,-0.8,-0.8,-2.5,97.6,12.8,14.7,6.0,6.0,"2,427.63 ",85.3,97.19,101.02,91.32,113.5,115.6,112.2,0.479
