time,000001.SH,399001.SZ,399006.SZ,000300.SH,000016.SH,000905.SH
2007-01-04,2715.719,6705.341,0,2067.092,1836.136,1723.686
2007-01-05,2641.334,6706.239,0,2072.883,1815.12,1770.475
2007-01-08,2707.199,6870.502,0,2131.556,1856.616,1851.964
2007-01-09,2807.804,7078.594,0,2200.086,1932.277,1891.871
2007-01-10,2825.576,7346.015,0,2255.966,1963.633,1940.832
2007-01-11,2770.11,7289.59,0,2231.629,1927.219,1952.236
2007-01-12,2668.11,7187.025,0,2173.747,1876.143,1881.753
2007-01-15,2794.701,7636.449,0,2287.342,1963.163,1986.539
2007-01-16,2821.017,8002.886,0,2353.874,1992.096,2055.016
2007-01-17,2778.9,7775.649,0,2308.931,1955.742,2035.651
2007-01-18,2756.983,7790.871,0,2317.095,1936.921,2085.403
2007-01-19,2832.207,8065.31,0,2396.093,1995.532,2159.638
2007-01-22,2933.19,8343.074,0,2491.313,2075.537,2258.986
2007-01-23,2949.144,8311.262,0,2508.13,2105.99,2261.785
2007-01-24,2975.129,8366.578,0,2536.428,2145.694,2283.696
2007-01-25,2857.365,8013.25,0,2452.831,2098.181,2174.239
2007-01-26,2882.558,8223.302,0,2512.922,2164.514,2186.27
2007-01-29,2945.263,8359.993,0,2576.917,2222.414,2260.596
2007-01-30,2930.562,8262.335,0,2551.884,2197.193,2255.938
2007-01-31,2786.335,7632.938,0,2385.335,2052.905,2142.891
2007-02-01,2785.432,7700.644,0,2395.172,2051.662,2165.405
2007-02-02,2673.212,7348.034,0,2298.003,1954.966,2127.104
2007-02-05,2612.537,7292.947,0,2271.797,1906.03,2152.25
2007-02-06,2675.697,7341.531,0,2316.04,1954.155,2198.239
2007-02-07,2716.175,7541.736,0,2369.787,2001.373,2237.944
2007-02-08,2737.732,7691.463,0,2410.601,2023.178,2278.445
2007-02-09,2730.386,7627.935,0,2397.245,2003.324,2287.381
2007-02-12,2807.174,7951.583,0,2485.392,2082.402,2341.072
2007-02-13,2831.872,8104.266,0,2522.63,2108.626,2384.158
2007-02-14,2905.093,8315.905,0,2588.349,2174.002,2435.959
2007-02-15,2993.008,8582.913,0,2668.633,2235.447,2512.402
2007-02-16,2998.474,8572.27,0,2676.735,2232.978,2541.409
2007-02-26,3040.599,8588.694,0,2707.676,2242.764,2642.114
2007-02-27,2771.791,7790.817,0,2457.492,2030.357,2405.574
2007-02-28,2881.073,8039.699,0,2544.571,2096.226,2513.533
2007-03-01,2797.19,7804.351,0,2473.544,2039.678,2459.511
2007-03-02,2831.526,7923.334,0,2508.729,2069.074,2503.677
2007-03-05,2785.306,7826.56,0,2475.606,2019.727,2511.916
2007-03-06,2840.175,7924.812,0,2520.293,2076.871,2516.003
2007-03-07,2896.594,8140.335,0,2589.436,2129.48,2580.597
2007-03-08,2928.015,8249.212,0,2627.63,2150.153,2634.879
2007-03-09,2937.91,8146.442,0,2611.393,2144.218,2638.047
2007-03-12,2954.914,8130.752,0,2616.172,2140.528,2696.497
2007-03-13,2964.794,8200.613,0,2640.169,2149.972,2727.455
2007-03-14,2906.334,8090.468,0,2597.357,2100.56,2708.687
2007-03-15,2951.698,8273.529,0,2645.546,2138.05,2760.844
2007-03-16,2930.481,8147.32,0,2604.226,2107.627,2710.861
2007-03-19,3014.442,8276.799,0,2659.413,2176.152,2751.477
2007-03-20,3032.195,8294.616,0,2672.771,2175.131,2810.714
2007-03-21,3057.38,8400.304,0,2702.597,2192.931,2859.006
2007-03-22,3071.225,8434.834,0,2711.322,2208.47,2861.146
2007-03-23,3074.286,8489.859,0,2716.266,2200.042,2897.999
2007-03-26,3122.811,8631.391,0,2764.034,2230.004,2989.051
2007-03-27,3138.826,8629.225,0,2784.023,2237.22,3039.534
2007-03-28,3173.018,8587.347,0,2797.649,2277.965,3004.295
2007-03-29,3197.537,8579.324,0,2783.305,2301.483,2894.779
2007-03-30,3183.983,8549.199,0,2781.784,2288.263,2926.064
2007-04-02,3252.595,8785.828,0,2850.107,2342.525,2993.63
2007-04-03,3291.299,8963.469,0,2888.115,2362.982,3042.461
2007-04-04,3291.542,9090.463,0,2911.821,2372.657,3078.901
2007-04-05,3319.14,9161.476,0,2945.045,2392.64,3133.142
2007-04-06,3323.585,9268.234,0,2972.008,2390.642,3182.797
2007-04-09,3398.95,9475.711,0,3038.172,2442.926,3240.302
2007-04-10,3444.291,9652.679,0,3081.568,2473.758,3261.527
2007-04-11,3495.224,9753.775,0,3121.319,2508.472,3309.745
2007-04-12,3531.029,9964.78,0,3176.437,2535.098,3387.412
2007-04-13,3518.267,10019.922,0,3169.233,2517.789,3358.632
2007-04-16,3596.441,10249.101,0,3255.998,2585.343,3458.067
2007-04-17,3611.87,10288.997,0,3283.604,2577.015,3558.216
2007-04-18,3612.396,10401.619,0,3304.501,2558.519,3649.714
2007-04-19,3449.016,9857.226,0,3150.303,2452.547,3435.78
2007-04-20,3584.204,10258.64,0,3289.282,2547.501,3614.391
2007-04-23,3710.886,10685.057,0,3431.318,2651.43,3782.256
2007-04-24,3720.532,10669.041,0,3445.196,2659.213,3821.416
2007-04-25,3743.959,10668.273,0,3448.281,2679.083,3805.046
2007-04-26,3783.063,10848.776,0,3493.581,2702.128,3853.269
2007-04-27,3759.867,10688.551,0,3470.523,2681.3,3845.813
2007-04-30,3841.272,10865.882,0,3558.709,2757.827,3903.689
2007-05-08,3950.011,11401.122,0,3686.03,2831.262,4091.133
