time,000001.SH,399001.SZ,399006.SZ,000300.SH,000016.SH,000905.SH
2016-01-04,3296.258,11626.038,2491.24,3469.0662,2270.4609,6983.4044
2016-01-05,3287.711,11468.06,2416.725,3478.7797,2288.1127,6889.7414
2016-01-06,3361.84,11724.88,2468.366,3539.8082,2317.6465,7065.6068
2016-01-07,3125.002,10760.273,2256.524,3294.3839,2180.5889,6462.2428
2016-01-08,3186.412,10888.908,2248.99,3361.5632,2219.6119,6570.4316
2016-01-11,3016.704,10212.459,2106.358,3192.4499,2120.2342,6128.6558
2016-01-12,3022.861,10293.704,2147.531,3215.7099,2131.3679,6136.6632
2016-01-13,2949.597,9978.821,2059.776,3155.8787,2105.5066,5924.044
2016-01-14,3007.649,10344.942,2175.012,3221.5714,2132.0757,6124.8202
2016-01-15,2900.9698,9997.925,2112.902,3118.7301,2070.9283,5893.6815
2016-01-18,2913.8367,10155.962,2174.934,3130.7289,2069.2746,5978.9076
2016-01-19,3007.7393,10501.786,2241.696,3223.1251,2128.5743,6197.0947
2016-01-20,2976.694,10366.849,2204.648,3174.3781,2088.7229,6138.5031
2016-01-21,2880.482,9975.974,2112.404,3081.3454,2040.9775,5886.8835
2016-01-22,2916.562,10111.567,2149.586,3113.4626,2061.9621,5980.6111
2016-01-25,2938.515,10192.531,2158.824,3128.886,2065.4437,6041.3261
2016-01-26,2749.785,9483.547,1994.047,2940.5085,1951.6136,5589.3069
2016-01-27,2735.558,9422.43,1997.465,2930.3519,1953.4647,5514.1886
2016-01-28,2655.661,9082.588,1906.461,2853.7562,1912.7205,5271.2325
2016-01-29,2737.6,9418.204,1994.065,2946.0902,1973.0052,5469.1254
2016-02-01,2688.854,9322.006,1992.695,2901.0477,1937.0729,5399.4771
2016-02-02,2749.57,9610.93,2075.287,2961.3337,1969.6161,5586.6266
2016-02-03,2739.247,9638.874,2090.513,2948.6386,1952.3665,5610.1734
2016-02-04,2781.023,9793.069,2126.636,2984.7598,1974.2364,5721.4853
2016-02-05,2763.492,9673.478,2096.986,2963.7894,1967.2595,5664.1971
2016-02-15,2746.196,9668.845,2116.838,2946.7066,1948.2752,5668.0398
2016-02-16,2836.571,10045.367,2201.925,3037.0353,2000.9027,5902.5341
2016-02-17,2867.338,10161.769,2215.341,3063.3199,2014.4428,5971.4123
2016-02-18,2862.893,10116.396,2190.911,3053.6985,2009.2727,5957.1305
2016-02-19,2860.021,10162.315,2211.006,3051.585,2004.1065,5979.5164
2016-02-22,2927.175,10370.985,2245.564,3118.8675,2053.8631,6103.7225
2016-02-23,2903.331,10299.674,2218.119,3089.3632,2029.5223,6070.4998
2016-02-24,2928.896,10307.626,2203.741,3109.5454,2041.3881,6111.0427
2016-02-25,2741.245,9551.076,2037.143,2918.7501,1932.6015,5626.0522
2016-02-26,2767.21,9573.704,2014.92,2948.0306,1955.3953,5648.9376
2016-02-29,2687.979,9097.362,1880.146,2877.4666,1944.6111,5350.4337
2016-03-01,2733.17,9322.0,1934.919,2930.6937,1973.1936,5473.6349
2016-03-02,2849.681,9766.366,2017.604,3051.3327,2043.4067,5753.1482
2016-03-03,2859.758,9762.014,2007.076,3058.4219,2053.2726,5776.977
2016-03-04,2874.147,9536.707,1907.041,3093.8895,2122.2692,5621.5614
2016-03-07,2897.34,9703.83,1953.332,3104.8397,2107.6731,5752.5482
2016-03-08,2901.387,9732.727,2002.191,3107.6727,2115.158,5764.3253
2016-03-09,2862.556,9523.144,1970.813,3071.907,2111.9188,5617.0376
2016-03-10,2804.726,9390.347,1936.968,3013.1457,2061.451,5521.948
2016-03-11,2810.307,9363.405,1934.87,3018.2844,2070.7239,5508.9818
2016-03-14,2859.499,9665.13,2023.128,3065.6904,2078.4096,5690.5904
