date,chg_amt_l,chg_amt_r,chg_amt_l,chg_amt_r,chg_amt_l,chg_amt_r,chg_amt_l,chg_amt_r,chg_amt_l,chg_amt_r
2012-01-04,0.0849522922969518,-0.05608217324740986,-0.01273629489603046,0.011373038516403323,-0.03427917620137357,-0.038772678762006435,-0.028720449354977938,-0.01745371544509265,-0.02381068770136639,-0.07149423995504377
2012-01-05,0.02762315550510751,-0.01545568012124721,0.06571834992887629,0.05427977674860601,0.051655172413792874,0.1004516129032253,-0.14209029683212798,0.0010010306622005444,0.02899988699288061,-0.031283416271264894
2012-01-06,0.02739923440666553,0.025729745979257493,0.0,0.17331521739130423,0.053744292237443515,0.019161392405063614,0.025555555555555533,-0.0025717595572145413,0.009523862252242268,-0.0020346929207687753
2012-01-09,0.1215501451865085,0.009906265671553779,0.026923076923077147,0.07538130667286672,0.05336139896373008,0.03818181818181822,0.09267864115579866,0.028856276609469655,0.045749010118785724,0.1777454545454542
2012-01-10,0.017490297542044,0.046462431638980554,0.012476851851851267,0.09448343529954976,0.06984244372990334,0.0216588419405321,0.15493919727805397,0.04982961332914182,0.02057845957174796,0.07152802101576197
2012-01-11,-0.039150579150579345,-0.03331717294680514,-0.012436548223349676,-0.08392105263157996,0.0,-0.04044155844155878,-0.001515857373230063,-0.014092905710331451,-0.007846493070138457,-0.025065163040586966
2012-01-12,-0.01760416666666668,0.00476107543267651,0.0,0.02206665897820404,-0.035791653392799494,-0.03804188481675397,0.012301900322695769,0.016777181862505933,0.014589800443459089,0.0
2012-01-13,-0.016958987783594885,-0.01177300041217422,0.0,0.14680630682471996,0.0167829705505754,0.0,-0.06308799904801532,-0.010396253602305401,-0.014440380395025713,-0.014926111021548956
2012-01-16,-0.03557114667836004,-0.08070357807199934,-0.014259259259259272,-0.11463843796117472,-0.05023634621526647,0.0,-0.012700383421581434,-0.013589090909091028,-0.011314539119417244,-0.029228523544358544
2012-01-17,0.08912475072014164,0.023063852897820127,0.0518819702602229,0.24275533624053233,0.08670096463022517,0.07938291139240546,0.15361129791526595,0.06960485949196235,0.04442362959020773,0.12970512610099014
2012-01-18,-0.06932210708117427,-0.022902999420254665,-0.037070151306739865,-0.10256703691237554,-0.08570883661792761,0.0,-0.04953965677179976,-0.010894919168591331,-0.02866267671034994,-0.045383935534182525
2012-01-19,0.03501432664756426,0.025267715802216283,0.03743055555555539,0.04094482836750962,0.08670096463022517,0.01887272727272699,0.08404249041015031,0.03145539358600588,0.02019801980198035,0.02035693480908769
2012-01-20,0.035392670157068096,0.039375000000000084,0.02647867950481453,0.0,0.0,0.03760869565217395,0.048966189111747986,0.016993649353594896,0.03338317757009342,0.03478096438701537
2012-01-30,-0.017512953367875665,-0.01574728552502076,-0.05084244080145781,-0.13435955309784461,-0.15475206611570233,-0.07734326824254859,-0.06258547851067399,-0.0141958002904054,-0.03261107729762625,-0.07219684019684033
